,BLGADD, ,BLGMeteor, ,BLGKuro, ,BLGJinjiao, ,BLGXinMo, ,FPXGimGoon, ,FPXTian, ,FPXDoinb, ,FPXLwx, ,FPXCrisp, ,blue_economics,blue_towers,red_economics,red_towers,captions
176,61,91,16,44,32,43,54,61,56,61,66,40,85,10,39,15,57,41,57,41,23212,1,27746,2,[]
177,70,89,16,44,36,41,51,65,60,62,73,52,71,17,31,16,52,44,54,46,23399,1,27858,2,[]
178,73,88,11,93,28,50,49,61,53,60,75,62,59,26,23,13,54,44,55,45,23540,1,28079,2,[]
179,78,80,23,90,21,50,42,59,51,59,87,65,52,35,18,15,54,44,58,48,23591,1,28242,2,[]
180,79,75,35,89,35,49,43,57,50,58,88,76,45,37,12,24,50,49,53,45,23644,1,28423,2,[]
181,85,78,48,88,23,50,44,55,45,54,90,72,40,42,9,28,55,53,55,53,23961,1,28586,2,[]
182,86,78,55,84,17,49,44,56,47,49,90,74,35,38,10,32,61,57,61,57,24033,1,28764,2,[]
183,74,78,56,83,8,52,41,53,38,50,89,75,41,39,17,43,63,60,63,60,24164,1,28922,2,[]
184,70,80,56,84,6,48,34,59,31,51,87,73,29,37,21,48,55,57,55,57,24421,1,29129,2,[]
185,78,85,61,83,5,51,42,58,35,49,81,66,31,40,18,51,48,52,47,49,24516,1,29251,2,[]
186,86,86,72,77,6,56,42,57,42,56,70,62,33,49,9,48,49,52,48,50,24570,1,29444,2,[]
187,86,81,73,69,6,55,37,60,38,59,62,61,32,53,9,48,46,53,46,53,24760,1,29700,2,[]
188,85,81,66,67,7,53,38,59,40,61,62,61,35,61,8,52,41,53,41,53,25027,1,29801,2,[]
189,75,72,51,65,10,59,40,60,39,58,72,62,32,50,11,48,45,53,48,50,25211,1,29856,2,[]
190,75,69,46,64,10,60,36,62,34,59,86,65,39,44,17,59,50,48,49,50,25366,1,30047,2,[]
191,72,69,38,64,5,57,34,63,30,58,91,71,32,44,9,63,46,52,46,52,25415,1,30268,2,[]
192,60,63,27,59,8,51,22,64,22,54,88,77,21,50,6,52,46,51,46,51,25517,1,30648,2,['15:59 FPXDoinb(Éîº£Ì©Ì¹) »÷É±ÁË BLGKuro(»úÐµ¹«µÐ)']
193,54,67,17,62,8,51,33,63,32,60,81,86,26,50,13,48,42,54,42,54,25683,1,31310,3,['16:5 FPXLwx(Ê¥Ç¹ÓÎÏÀ) »÷ÆÆÁË·ÀÓùËþ']
194,60,80,8,54,8,51,34,65,35,62,78,82,31,54,5,45,43,55,43,55,25790,1,31391,3,[]
195,63,90,10,60,8,51,33,69,31,68,69,78,40,65,5,46,34,61,40,65,25931,1,31443,3,[]
196,56,91,17,59,8,51,27,66,30,70,56,77,47,75,7,50,36,61,44,69,26026,1,31643,3,[]
197,48,83,9,49,8,51,14,63,19,63,49,74,38,75,6,50,36,61,37,61,26077,1,31709,3,[]
198,42,80,7,47,8,51,10,53,15,51,43,79,41,80,5,45,38,63,38,59,26156,1,31942,3,[]
199,30,82,5,42,5,92,8,42,5,42,42,78,39,76,5,39,35,66,34,63,27227,1,32087,3,['16:35 BLGJinjiao(ÄæÓð) »÷É±ÁË FPXDoinb(Éîº£Ì©Ì¹)']
200,19,89,5,45,12,82,7,46,5,45,47,80,33,69,5,39,36,67,34,63,27281,1,32139,3,[]
201,6,94,2,96,22,73,7,42,2,96,57,84,34,66,5,39,34,66,34,66,27397,1,32846,4,['16:45 FPXLwx(Ê¥Ç¹ÓÎÏÀ) »÷ÆÆÁË·ÀÓùËþ']
202,4,95,12,94,22,74,7,48,15,88,69,88,38,67,5,39,34,66,39,66,27601,1,32940,4,[]
203,13,93,23,87,24,73,7,49,24,81,78,88,44,67,5,39,43,67,48,67,27805,1,32993,4,[]
204,27,92,33,79,29,74,7,49,31,74,71,90,44,67,5,39,43,67,48,67,27856,1,33114,4,[]
205,40,92,43,78,32,71,3,95,42,78,75,90,92,10,5,39,89,6,89,6,27924,1,33180,4,[]
206,53,91,48,74,33,65,3,96,46,73,81,91,85,24,5,39,76,13,76,13,28047,1,33232,4,[]
207,58,92,45,65,33,66,9,85,49,65,81,91,81,39,94,9,64,21,64,21,28315,1,33284,4,[]
208,58,92,39,65,33,66,19,76,52,61,90,14,81,54,88,18,51,25,51,25,28531,1,33337,4,[]
209,60,86,27,59,4,93,29,67,45,56,89,27,82,56,82,31,49,34,49,34,28612,1,33574,4,[]
210,60,86,23,55,10,82,39,59,40,54,89,40,75,44,82,44,50,46,50,46,28758,1,33668,4,[]
211,8,94,20,50,16,70,41,57,33,49,89,53,75,43,76,53,50,51,50,49,28879,1,33834,4,[]
212,18,85,22,46,18,56,39,57,34,48,87,66,75,55,76,54,50,51,51,50,28926,1,33996,4,[]
213,26,74,18,45,21,50,36,58,33,43,84,79,68,62,74,60,50,49,48,49,28976,1,34104,4,[]
214,31,62,22,41,23,38,31,54,33,38,82,84,57,67,75,72,46,54,42,55,29128,1,34437,4,[]
215,34,67,27,35,19,26,32,59,28,32,71,87,58,70,66,82,44,57,51,62,29182,1,34614,4,[]
216,35,78,31,38,17,22,30,66,28,32,65,90,47,73,58,83,51,65,47,68,29509,1,34760,4,[]
217,37,88,32,48,16,17,30,67,10,94,54,91,48,81,58,84,47,76,43,79,29686,1,34902,4,[]
218,37,93,32,60,17,14,30,68,22,93,46,91,41,78,58,84,41,87,41,82,29932,1,35055,4,[]
219,35,90,29,71,16,15,30,81,35,91,50,94,51,73,59,84,52,88,52,88,29983,1,35106,4,[]
220,36,85,36,75,16,15,34,83,36,84,49,91,51,74,59,84,49,76,49,76,30068,1,35300,4,[]
221,45,91,36,79,11,95,43,90,43,90,52,88,50,65,90,5,51,63,51,63,30279,1,35380,4,[]
222,43,89,29,69,24,91,46,94,41,86,56,90,47,50,76,7,48,50,48,50,30330,1,35689,4,[]
223,46,79,20,64,28,79,41,83,42,76,61,89,37,41,61,6,49,49,52,50,30441,1,35784,4,[]
224,53,88,18,52,23,67,41,71,44,68,71,84,40,33,48,8,48,40,50,44,30522,1,35917,4,[]
225,61,92,16,43,18,56,34,65,46,64,70,80,48,34,37,9,48,39,49,42,30771,1,36104,4,[]
226,59,91,20,45,22,45,38,62,42,56,72,89,49,22,36,10,46,51,95,4,31185,1,36198,4,[]
227,59,93,23,36,19,33,34,59,31,58,81,91,43,18,29,10,45,53,83,11,31308,1,36435,4,[]
228,70,88,19,24,18,24,38,60,31,45,81,91,43,17,17,16,50,51,74,21,31436,1,36573,4,[]
229,72,88,13,18,15,21,35,60,27,35,77,87,39,17,12,17,52,48,65,31,31703,1,36955,4,[]
230,71,86,11,18,11,18,28,51,18,24,71,81,26,14,11,16,40,43,52,33,31792,1,37077,4,['19:8 FPXDoinb(Éîº£Ì©Ì¹) »÷É±ÁË BLGMeteor(Ðé¿Õ¶ÝµØÊÞ)']
231,68,89,11,18,8,22,16,49,11,28,78,81,13,21,8,21,35,40,35,40,31865,1,37575,4,[]
232,61,91,11,18,7,24,7,48,8,40,78,85,10,32,9,31,26,50,26,50,32037,1,37627,4,['19:16 FPXTian(µÂ°î×Ü¹Ü) »÷É±ÁË BLGKuro(»úÐµ¹«µÐ)']
233,53,94,11,18,7,24,5,60,9,60,70,89,17,43,8,41,17,58,17,58,32085,1,37754,4,[]
234,52,94,11,18,7,24,5,65,5,70,64,90,19,52,9,45,8,64,8,64,32138,1,38074,4,[]
235,52,94,11,18,7,24,4,75,4,75,65,91,17,59,5,46,9,63,9,63,32187,1,38212,4,[]
236,12,95,11,18,7,24,3,88,3,87,69,89,14,50,5,46,21,65,22,65,32245,1,38269,4,[]
237,27,94,2,96,7,24,5,92,5,91,69,89,14,50,90,14,35,61,35,60,32300,1,38358,4,[]
238,42,91,12,89,7,24,8,76,11,80,84,9,91,13,83,30,45,54,45,54,32353,1,38490,4,[]
239,46,91,25,82,6,91,9,64,18,71,79,21,83,27,80,45,43,57,43,57,32632,1,38590,4,[]
240,57,88,36,76,14,81,7,54,26,68,74,33,80,41,76,58,47,59,47,58,32839,1,38643,4,[]
241,68,88,45,67,24,72,7,48,19,61,62,38,84,56,73,74,48,58,47,58,33010,1,38705,4,[]
242,67,89,45,66,30,68,7,35,22,51,52,47,82,56,71,86,48,58,85,9,33275,1,38844,4,[]
243,62,89,48,74,30,68,8,33,24,45,42,56,74,64,62,89,95,4,73,21,33418,1,38895,4,[]
244,52,84,50,80,39,76,11,46,29,38,41,57,72,70,54,88,83,15,64,31,33470,1,39002,4,[]
245,41,85,42,77,39,87,21,54,37,38,45,54,68,68,63,90,70,25,52,33,33556,1,39271,4,[]
246,41,85,42,66,37,88,27,59,32,44,46,50,66,70,64,90,57,23,42,36,33678,1,39471,4,[]
247,4,95,35,62,44,90,35,63,28,50,37,43,66,69,58,89,44,23,36,41,33945,1,39524,4,[]
248,17,84,31,58,47,91,32,61,28,51,38,41,67,68,57,84,30,19,44,45,34068,1,39776,4,['20:40 FPX »÷É±ÁËË®Áú']
249,18,70,36,63,41,88,33,63,24,43,44,51,73,67,60,83,23,11,44,51,34119,1,40132,4,[]
250,18,56,43,67,48,91,32,65,24,43,42,57,61,63,60,85,26,17,42,57,34187,1,40225,4,[]
251,17,43,43,69,48,90,32,64,8,93,42,56,51,62,60,85,37,26,42,56,34386,1,40412,4,[]
252,11,33,34,63,45,90,38,62,20,81,35,49,43,52,62,86,38,37,35,49,34548,1,40567,4,[]
253,7,31,28,65,35,85,34,64,29,71,29,45,35,40,56,89,24,37,32,43,34703,1,40639,4,[]
254,5,45,19,60,35,85,32,64,26,66,24,39,30,38,50,83,12,34,28,37,34754,1,40813,4,[]
255,13,48,21,50,35,86,35,64,36,58,35,39,34,39,50,85,13,23,37,40,34830,1,40870,4,[]
256,7,41,24,55,40,91,33,63,39,58,46,46,34,39,50,85,20,25,37,41,35040,1,40948,4,[]
257,13,47,33,59,45,92,31,63,31,57,44,48,85,6,50,85,30,33,87,6,35167,1,41047,4,[]
258,21,50,30,54,41,85,31,57,30,51,36,40,69,17,53,91,41,42,69,17,35218,1,41239,4,[]
259,22,40,38,58,46,79,36,60,34,48,33,33,58,28,53,91,48,52,58,28,35327,1,41590,4,[]
260,22,46,33,59,41,85,37,60,25,50,33,22,50,34,56,85,50,49,50,34,35555,1,41672,4,[]
261,24,42,24,51,42,90,28,59,22,42,23,14,42,40,50,82,46,53,42,40,35629,1,41782,4,[]
262,25,37,17,45,47,92,31,63,25,35,15,16,34,42,47,82,43,55,33,42,35731,1,42046,4,[]
263,22,43,18,48,46,91,29,69,23,39,20,23,35,49,49,89,40,57,35,49,35910,1,42276,4,[]
264,11,46,17,56,45,91,31,76,15,49,12,22,25,50,52,90,28,59,24,50,36051,1,42383,4,[]
265,5,45,23,67,34,91,29,69,11,55,8,27,22,45,54,90,21,51,22,42,36210,1,42528,4,[]
266,5,44,30,64,31,91,26,68,11,55,11,32,24,34,62,85,33,48,25,33,36305,1,42611,4,[]
267,7,41,31,54,31,91,26,68,6,87,21,38,31,31,62,85,32,34,31,33,36533,1,42662,4,[]
268,13,48,24,51,14,94,4,90,14,72,32,31,31,29,95,4,32,34,31,38,36584,1,42730,4,[]
269,22,42,22,46,19,94,13,75,17,59,31,30,32,33,32,31,31,33,27,38,36667,1,42781,4,[]
270,24,41,18,34,32,46,17,62,21,47,27,35,29,38,31,34,32,34,23,32,36722,1,42833,4,[]
271,23,42,20,37,31,52,21,52,24,43,38,38,36,42,38,41,38,43,38,43,36776,1,42958,4,[]
272,29,33,27,32,35,64,31,60,31,36,44,40,44,49,45,47,46,52,46,52,36859,1,43159,4,[]
273,24,36,25,35,30,65,34,65,26,36,36,38,32,49,34,41,37,50,32,49,37063,1,43234,4,[]
274,15,34,17,49,28,59,28,59,21,45,25,37,18,49,24,38,23,50,19,50,37114,1,43720,4,[]
275,11,46,20,49,22,54,21,54,21,55,20,48,19,50,21,47,19,50,19,50,37167,1,43791,4,['22:53 FPXLwx(Ê¥Ç¹ÓÎÏÀ) »÷É±ÁË BLGMeteor(Ðé¿Õ¶ÝµØÊÞ)']
276,12,49,20,49,28,59,24,57,29,59,24,56,18,58,23,57,19,59,18,58,37221,1,44314,4,['23:0 FPXLwx(Ê¥Ç¹ÓÎÏÀ) »÷É±ÁË BLGJinjiao(ÄæÓð)']
277,11,56,20,49,30,68,24,57,31,69,24,57,21,48,30,55,18,58,21,48,37269,1,44398,4,[]
278,10,59,20,49,34,74,24,57,39,72,20,50,24,45,31,52,22,47,24,45,37319,1,44547,4,[]
279,10,59,20,49,47,80,24,57,51,67,25,37,29,34,32,43,28,34,25,37,37369,1,44598,4,[]
280,3,95,20,49,59,85,24,57,60,61,33,32,32,31,32,32,34,31,31,34,37451,1,44650,4,[]
281,12,82,20,49,71,89,24,57,66,57,32,30,32,32,33,32,36,29,30,33,37575,1,44701,4,[]
282,25,70,20,49,81,83,24,57,76,62,31,29,32,32,31,32,36,28,29,33,37628,1,46410,4,[]
283,36,62,5,96,86,80,24,57,79,74,27,32,28,33,27,33,35,30,31,32,37765,1,46468,4,['23:31 FPX »÷É±ÁË´óÁú']
284,45,55,27,93,85,80,2,96,82,77,26,23,95,5,94,8,94,4,94,4,38188,1,46520,4,[]
285,53,60,41,92,81,82,19,89,84,79,24,11,84,22,92,27,82,11,82,11,38240,1,46710,4,[]
286,58,69,52,88,81,82,34,89,84,79,24,10,80,38,89,42,71,24,71,24,38294,1,46761,4,[]
287,68,78,55,85,6,90,44,82,14,92,93,4,74,44,93,56,57,23,57,23,38435,1,46913,4,[]
288,79,74,55,84,20,83,46,74,29,89,84,10,77,49,90,66,52,30,52,30,38656,1,47109,4,[]
289,75,75,63,83,32,89,58,76,42,89,72,23,76,53,83,61,47,41,47,41,38708,1,47303,4,[]
290,80,75,73,77,45,89,71,77,55,86,68,28,83,56,82,57,49,46,49,46,38760,1,47440,4,[]
291,80,74,79,73,57,85,79,75,67,82,71,30,74,60,83,65,46,48,47,48,38814,1,47521,4,[]
292,79,74,79,73,69,81,79,75,77,74,60,40,65,58,78,63,53,47,53,47,38865,1,47603,4,[]
293,79,74,79,73,68,80,79,75,78,73,49,49,56,59,66,63,44,53,44,53,38916,1,47687,4,[]
294,79,74,79,73,68,80,79,74,78,73,44,58,55,62,57,68,40,55,40,55,38968,1,47877,4,[]
295,10,91,8,86,9,92,13,87,14,90,40,61,46,66,57,69,37,60,37,60,39019,1,48011,4,[]
296,22,79,21,75,18,78,22,75,24,79,37,66,41,67,50,67,34,65,34,65,39158,1,48092,4,[]
297,29,79,22,73,21,73,22,73,23,76,29,68,32,71,48,77,29,68,29,68,39209,1,48271,4,[]
298,32,81,26,77,18,76,23,74,24,76,31,69,34,78,56,84,30,67,35,76,39260,1,48325,4,[]
299,31,81,26,76,21,73,24,76,26,78,27,68,35,76,69,90,32,70,35,77,39307,1,48470,4,[]
300,30,81,28,77,22,71,23,74,22,72,32,67,33,74,65,90,31,70,37,74,39513,1,48597,4,[]
301,35,87,29,82,27,81,28,79,23,76,30,68,38,76,54,90,28,68,31,70,39586,1,48668,4,[]
302,36,89,28,78,20,75,23,76,26,78,30,71,42,82,45,91,24,71,30,67,39654,1,49338,4,[]
303,29,77,28,81,18,72,19,74,20,73,29,70,36,77,40,90,23,67,23,67,39701,1,49598,5,['25:14 FPXDoinb(Éîº£Ì©Ì¹) »÷ÆÆÁË·ÀÓùËþ']
304,25,76,24,76,20,74,22,73,19,77,30,68,30,74,36,89,28,67,28,67,39752,1,49703,5,[]
305,26,88,26,85,24,85,25,85,21,87,32,74,33,88,31,91,34,75,36,76,39818,1,49765,5,[]
306,25,85,28,92,30,92,27,88,28,94,31,75,33,84,38,88,33,79,33,84,39908,1,49838,5,[]
307,22,76,16,91,22,87,23,81,22,83,26,70,34,84,34,86,28,74,34,84,39980,1,49889,5,[]
308,21,74,22,81,20,76,20,76,19,76,25,69,26,75,33,82,28,74,28,74,40052,1,50313,5,[]
309,22,85,15,88,21,87,20,85,8,86,22,74,20,77,33,85,23,72,26,76,40103,1,50555,6,['25:41 FPXLwx(Ê¥Ç¹ÓÎÏÀ) »÷ÆÆÁË·ÀÓùËþ']
310,19,93,5,96,20,90,19,86,5,96,24,76,25,76,34,89,26,76,26,73,40197,1,50727,6,[]
311,5,96,20,90,8,94,19,80,20,93,27,70,20,64,30,90,20,65,19,62,40273,1,50840,6,[]
312,22,89,33,88,16,92,27,83,32,90,33,81,19,63,35,86,28,71,27,71,40435,1,51111,6,[]
313,34,88,33,89,27,90,33,89,32,90,33,80,25,76,35,85,33,81,33,81,40514,1,51185,6,['26:2 FPXDoinb(Éîº£Ì©Ì¹) »÷É±ÁË BLGMeteor(Ðé¿Õ¶ÝµØÊÞ)']
314,30,89,33,89,25,89,32,93,30,88,33,80,19,79,36,76,33,82,33,82,40670,1,51278,6,[]
315,19,82,33,89,18,81,22,88,21,81,27,74,18,75,41,85,34,89,37,88,40722,1,51525,6,[]
316,21,84,33,89,16,80,17,82,24,87,29,80,28,81,35,88,34,92,36,88,40971,1,51901,6,[]
317,15,91,33,89,18,84,16,90,17,91,26,90,25,89,27,90,24,93,27,93,41023,1,52029,7,['26:23 FPXDoinb(Éîº£Ì©Ì¹) »÷ÆÆÁË·ÀÓùËþ']
318,5,94,33,89,16,89,4,95,6,94,30,93,31,89,32,89,25,93,31,89,41095,1,52081,7,[]
319,8,83,33,89,19,88,11,83,17,88,35,93,43,83,47,88,33,92,40,89,41259,1,52132,7,[]
320,9,68,33,89,23,89,18,79,24,86,82,7,55,76,57,83,90,6,93,5,41481,1,52296,7,[]
321,8,54,33,89,23,83,19,78,20,77,69,17,63,71,57,83,73,14,73,14,41700,1,52412,7,[]
322,6,50,10,84,31,81,24,72,25,69,58,27,66,69,61,85,61,24,58,27,42014,1,52566,7,[]
323,12,48,23,76,33,90,32,66,32,63,50,35,66,70,94,5,51,32,55,32,42193,1,52623,7,[]
324,16,41,35,75,39,91,32,66,36,62,36,36,66,69,94,5,38,36,38,36,42325,1,52779,7,['27:0 FPX »÷É±ÁË»ðÁú']
325,19,25,42,69,39,90,4,95,31,66,22,38,58,62,94,4,23,38,23,38,42468,1,52825,7,[]
326,10,22,41,76,33,90,9,92,31,66,13,34,46,55,94,4,21,29,21,28,42651,1,52956,7,[]
327,5,27,49,81,2,96,21,81,4,92,7,27,32,49,94,4,11,25,11,24,42705,1,53620,7,[]
328,5,29,37,76,4,95,26,70,10,76,8,30,21,47,82,12,9,30,10,29,42953,1,53725,7,['27:17 FPXLwx(Ê¥Ç¹ÓÎÏÀ) »÷É±ÁË BLGADD(º£ÑóÖ®ÔÖ)']
329,5,29,24,69,3,96,22,71,17,64,6,42,24,55,71,24,8,39,8,41,43005,1,53950,7,[]
330,5,29,12,63,8,81,14,65,11,62,8,46,22,53,62,36,13,47,16,50,43056,1,54069,7,[]
331,5,29,11,59,14,73,8,61,12,62,6,49,17,56,50,46,17,45,17,55,43110,1,54183,7,[]
332,5,29,10,59,11,68,9,64,10,58,5,52,17,51,40,57,13,49,17,51,43162,1,54321,7,[]
333,5,29,17,67,23,72,19,71,17,66,7,53,11,51,31,65,9,52,11,50,43458,1,54598,7,[]
334,5,29,22,77,23,78,16,74,20,70,8,62,10,58,29,69,9,59,7,56,43510,1,55388,8,['27:50 FPXTian(µÂ°î×Ü¹Ü) »÷ÆÆÁË·ÀÓùËþ']
335,5,29,18,85,23,87,7,73,10,72,6,66,12,65,25,73,8,66,12,65,43624,1,55439,8,[]
336,5,29,12,79,13,89,4,75,8,77,6,69,9,70,20,86,9,68,9,68,43719,1,55814,8,[]
337,4,90,8,82,16,89,4,75,6,75,3,74,5,76,15,80,6,75,6,75,43869,1,56806,9,"['28:3 FPXLwx(Ê¥Ç¹ÓÎÏÀ) »÷ÆÆÁË·ÀÓùËþ', '28:5 FPXGimGoon(½âÍÑÕß) »÷É±ÁË BLGJinjiao(ÄæÓð)']"
338,11,86,16,88,13,89,4,75,5,77,7,81,9,78,16,80,5,75,5,76,44010,1,56993,9,['28:7 FPXLwx(Ê¥Ç¹ÓÎÏÀ) »÷É±ÁË BLGXinMo(»Ãôá)']
339,13,88,11,91,11,91,4,75,5,77,10,81,10,83,18,84,7,81,12,81,44062,1,57672,9,[]
340,13,87,6,93,10,92,4,75,5,77,13,86,13,88,15,88,9,85,13,88,44245,1,57995,9,['28:19 FPXTian(µÂ°î×Ü¹Ü) »÷É±ÁË BLGADD(º£ÑóÖ®ÔÖ)']
341,13,87,3,91,4,94,4,75,5,77,14,91,13,85,11,91,7,86,11,91,44318,1,58342,11,"['28:23 FPXDoinb(Éîº£Ì©Ì¹) »÷ÆÆÁË·ÀÓùËþ', '28:25 FPXLwx(Ê¥Ç¹ÓÎÏÀ) »÷ÆÆÁË·ÀÓùËþ']"
342,13,87,0,97,6,95,4,75,5,77,6,95,11,91,8,94,10,93,10,93,44372,1,58893,11,['28:30 FPXDoinb(Éîº£Ì©Ì¹) »÷É±ÁË BLGKuro(»úÐµ¹«µÐ)']
343,13,87,0,97,6,95,4,75,5,77,7,93,10,91,9,93,10,94,10,93,44381,1,58903,11,[]
344,13,87,0,97,6,95,4,75,5,77,7,93,10,91,9,93,10,94,10,93,44381,1,58903,11,['28:40 FPX »ñÊ¤']
