,LNGFlandre, ,LNGSofM, ,LNGPlex, ,LNGAsura, ,LNGDuan, ,WEPoss, ,WEbeishang, ,WExiye, ,WEMystic, ,WEMissing, ,blue_economics,blue_towers,red_economics,red_towers,captions
181,85,80,32,50,26,37,42,54,36,42,82,58,51,34,49,46,14,20,46,44,0,0,0,0,[]
182,84,80,26,59,14,34,45,54,40,44,87,69,51,28,48,50,14,20,49,53,0,0,0,0,[]
183,79,83,22,53,12,24,45,52,39,42,88,74,47,25,50,42,13,19,53,47,0,0,0,0,[]
184,70,84,23,40,9,31,45,46,27,31,89,71,44,23,50,40,10,23,48,39,0,0,0,0,[]
185,59,84,25,28,12,22,45,53,23,25,88,72,41,21,51,43,18,14,44,36,0,0,0,0,[]
186,54,85,32,34,20,23,47,51,25,25,83,82,43,17,56,44,28,11,38,27,0,0,0,0,[]
187,53,86,26,24,24,22,41,51,26,24,80,84,32,21,53,47,25,14,32,21,0,0,0,0,[]
188,61,89,25,27,17,15,43,57,25,26,81,85,34,22,52,47,20,10,34,22,0,0,0,0,[]
189,71,91,28,20,17,15,33,47,27,24,76,87,34,22,47,37,24,11,34,22,0,0,0,0,[]
190,70,94,27,22,23,22,30,36,25,23,71,89,32,21,38,28,27,12,32,21,0,0,0,0,[]
191,68,91,20,23,23,26,27,32,24,28,76,88,28,22,31,22,26,15,28,22,0,0,0,0,[]
192,72,90,28,31,20,26,37,37,33,35,76,87,31,20,40,24,25,13,25,13,0,0,0,0,[]
193,69,90,41,35,18,16,46,44,41,32,76,91,34,22,43,24,33,22,31,21,0,0,0,0,[]
194,70,91,38,36,15,16,53,45,39,39,73,87,41,31,31,20,40,31,40,31,0,0,0,0,[]
195,70,91,46,36,21,23,49,40,42,42,74,88,40,33,30,19,44,34,43,32,0,0,0,0,[]
196,70,91,41,31,33,23,40,30,41,31,78,81,44,23,37,23,41,26,41,26,0,0,0,0,[]
197,69,90,37,24,29,19,45,23,40,24,73,70,50,22,29,17,42,23,50,22,0,0,0,0,['16:23 LNGDuan(光辉女郎) 击杀了 WEMystic(暗夜猎手)']
198,71,89,33,17,25,13,53,21,47,22,81,80,54,21,27,6,42,23,56,19,0,0,0,0,['16:30 LNGAsura(战争女神) 击杀了 WEbeishang(盲僧)']
199,75,88,38,12,35,8,58,14,57,14,81,83,54,21,40,7,42,23,59,10,0,0,0,0,[]
200,77,88,47,9,47,7,57,14,54,17,82,84,54,21,50,9,42,23,58,9,0,0,0,0,['16:36 LNGDuan(光辉女郎) 击杀了 WEMissing(魔法猫咪)']
201,71,91,43,16,41,9,57,21,42,15,79,90,54,21,54,10,42,23,58,9,0,0,0,0,['16:42 LNGAsura(战争女神) 击杀了 WExiye(刀锋舞者)']
202,70,92,43,17,30,8,52,32,37,14,77,91,54,21,54,10,42,23,58,9,0,0,0,0,[]
203,67,90,2,96,30,8,49,43,37,14,82,87,54,21,54,10,90,7,58,9,0,0,0,0,[]
204,67,90,8,94,31,9,48,53,7,94,83,89,93,9,54,10,81,14,58,9,0,1,0,0,"['16:56 LNGPlex(解脱者) 击破了防御塔,获得一塔']"
205,70,89,22,90,26,11,51,56,22,89,82,83,87,21,54,10,73,24,93,7,0,1,0,0,[]
206,77,88,38,89,26,11,62,62,38,88,85,81,81,33,54,10,65,34,87,16,0,1,0,0,[]
207,77,88,52,87,4,95,62,62,52,86,90,73,75,44,54,10,57,41,79,24,0,1,0,0,[]
208,73,87,47,73,16,86,2,96,47,71,90,73,75,43,90,4,55,43,71,31,0,1,0,0,[]
209,70,83,47,65,23,76,3,96,54,61,95,6,71,41,78,6,50,45,62,38,0,1,0,0,[]
210,70,83,56,61,38,73,46,54,47,57,93,17,58,42,65,7,49,48,54,44,0,1,0,0,[]
211,9,95,59,56,49,66,50,52,51,55,92,29,59,47,53,8,52,45,52,45,0,1,0,0,[]
212,19,93,68,61,56,56,48,51,61,57,90,41,58,43,40,9,51,45,51,45,0,1,0,0,[]
213,34,92,80,66,67,60,53,61,75,62,86,52,51,35,28,10,52,42,52,42,0,1,0,0,[]
214,29,83,83,65,76,56,46,58,76,59,84,51,52,35,24,9,51,42,51,42,0,1,0,0,[]
215,20,70,82,64,75,61,45,54,73,63,89,52,47,35,20,14,49,48,49,48,0,1,0,0,[]
216,12,63,74,62,79,74,45,53,59,58,93,55,33,39,13,22,50,46,46,46,0,1,0,0,[]
217,9,49,77,62,86,81,35,58,62,59,88,57,27,36,11,24,49,48,45,52,0,1,0,0,[]
218,6,35,84,64,87,77,23,56,78,63,91,53,22,38,7,28,46,51,43,48,0,1,0,0,[]
219,6,29,89,60,91,65,15,49,75,62,91,49,13,34,10,30,37,43,35,41,0,2,0,0,['18:13 LNGPlex(解脱者) 击破了防御塔']
220,10,26,83,63,93,54,10,45,60,59,91,47,13,22,15,22,33,39,33,39,0,2,0,0,[]
221,12,23,73,67,92,57,19,49,57,54,90,50,17,22,17,21,45,45,45,45,0,2,0,0,[]
222,15,20,65,68,88,60,23,51,62,59,91,53,27,22,24,22,49,48,49,48,0,2,0,0,[]
223,19,22,64,68,86,66,32,59,66,66,93,53,42,18,29,19,47,49,47,49,0,2,0,0,[]
224,14,18,65,70,79,64,41,55,64,64,92,54,44,16,24,14,43,43,43,43,0,2,0,0,[]
225,12,21,64,69,84,63,32,59,64,64,90,55,43,15,12,16,43,43,45,42,0,2,0,0,[]
226,14,18,59,74,84,63,29,59,56,57,91,54,41,16,21,12,44,44,95,5,0,2,0,0,['18:48 LNG 击杀了风龙']
227,10,30,57,83,89,63,38,58,55,56,90,54,41,16,18,15,50,45,88,14,0,2,0,0,[]
228,15,39,55,83,89,69,48,53,55,56,91,59,93,7,25,15,51,46,80,21,0,2,0,0,[]
229,15,40,53,86,85,78,48,56,7,88,91,58,91,11,25,13,52,44,73,28,0,2,0,0,[]
230,11,29,55,84,85,78,55,67,19,76,91,57,82,21,15,17,53,44,64,35,0,2,0,0,[]
231,8,24,55,84,2,96,54,63,31,64,91,60,71,29,15,20,52,44,56,42,0,2,0,0,[]
232,9,20,5,91,5,84,42,57,34,49,91,59,61,37,22,22,49,42,49,42,0,2,0,0,[]
233,8,18,14,80,6,70,40,51,30,40,91,59,47,40,29,21,44,39,44,39,0,2,0,0,[]
234,3,96,26,69,8,54,46,51,25,46,93,63,42,43,30,20,42,45,42,45,0,2,0,0,[]
235,8,95,37,59,9,39,42,59,30,52,92,63,46,52,38,27,45,51,45,51,0,2,0,0,[]
236,24,93,34,47,12,25,46,72,34,47,89,72,54,44,33,22,51,45,51,46,0,2,0,0,[]
237,39,92,33,43,15,16,47,73,34,39,84,81,50,40,35,16,52,45,54,44,0,2,0,0,[]
238,58,90,36,36,26,16,43,68,34,38,82,79,48,33,39,15,49,48,50,49,0,2,0,0,[]
239,70,91,41,32,37,14,41,59,41,42,76,78,53,31,45,12,50,48,50,47,0,2,0,0,[]
240,72,85,45,36,38,13,46,50,47,45,70,79,53,33,52,8,55,48,55,48,0,2,0,0,[]
241,72,82,49,41,48,20,50,48,49,46,72,76,55,32,49,9,56,47,56,47,0,2,0,0,[]
242,77,88,51,34,57,32,50,46,48,45,80,81,60,35,54,10,58,43,58,43,0,2,0,0,[]
243,79,87,44,32,46,33,46,45,41,34,80,81,63,37,62,15,58,40,59,40,0,2,0,0,[]
244,80,82,44,24,44,24,44,43,43,25,87,74,73,42,61,12,61,42,61,42,0,2,0,0,[]
245,73,72,46,24,46,13,44,48,41,28,84,63,69,41,48,8,54,47,54,47,0,2,0,0,[]
246,81,80,42,24,45,9,47,49,49,32,79,55,65,38,54,10,56,46,56,46,0,2,0,0,[]
247,85,82,48,32,46,16,49,58,49,33,79,54,55,32,53,8,56,43,56,43,0,2,0,0,[]
248,85,80,45,36,52,28,49,66,42,35,80,53,53,34,57,15,53,42,53,42,0,2,0,0,[]
249,74,70,40,28,44,24,49,59,37,36,86,51,46,23,48,23,47,37,49,41,0,2,0,0,[]
250,72,69,41,23,42,24,44,46,41,29,91,52,48,22,40,23,51,31,51,31,0,2,0,0,[]
251,41,26,43,24,39,23,42,40,41,27,92,48,54,21,40,24,53,29,54,29,0,2,0,0,['20:53 LNGPlex(解脱者) 击杀了 WExiye(刀锋舞者)']
252,50,21,48,32,30,19,48,48,45,37,92,48,65,27,40,24,60,36,60,36,0,2,0,0,[]
253,45,13,52,34,30,19,50,42,50,34,94,5,67,32,40,24,60,41,60,41,0,2,0,0,[]
254,46,16,43,36,2,96,42,41,50,35,80,11,67,32,40,24,57,45,57,45,0,2,0,0,[]
255,46,11,30,37,17,91,43,45,42,40,69,14,84,9,40,24,53,47,53,47,0,2,0,0,[]
256,49,10,36,40,29,82,41,54,45,43,64,9,69,11,40,24,53,49,53,49,0,2,0,0,[]
257,40,9,42,36,40,71,42,53,41,39,42,11,42,15,40,24,49,51,49,51,0,2,0,0,[]
258,28,15,45,23,52,64,40,57,43,24,39,8,41,18,40,24,49,53,49,53,0,2,0,0,[]
259,40,11,45,11,56,56,45,56,45,13,43,7,49,6,85,5,48,52,48,52,0,2,0,0,[]
260,43,8,45,10,53,50,47,51,45,9,46,6,57,8,71,9,52,45,52,45,0,2,0,0,[]
261,39,9,46,11,50,52,49,51,43,9,53,6,63,18,70,22,55,47,55,47,0,2,0,0,['21:43 LNGDuan(光辉女郎) 击杀了 WEPoss(符文法师)']
262,34,10,42,17,62,61,44,52,38,15,53,6,66,32,62,22,51,45,51,45,0,2,0,0,[]
263,35,10,42,18,69,62,47,53,38,15,53,6,57,41,59,11,51,47,51,44,0,2,0,0,[]
264,36,12,42,19,81,64,41,56,2,96,53,6,56,39,49,6,53,47,53,47,0,2,0,0,[]
265,36,14,43,22,88,69,39,58,7,88,53,6,54,31,43,8,54,46,59,36,0,2,0,0,[]
266,29,20,42,22,92,57,2,96,21,74,53,6,50,26,43,15,52,43,52,28,0,2,0,0,[]
267,29,20,35,30,90,46,13,87,34,63,53,6,56,32,50,10,56,40,57,35,0,2,0,0,[]
268,7,93,35,30,91,48,25,76,36,49,53,6,55,31,44,9,56,40,56,39,0,2,0,0,[]
269,16,87,8,87,92,63,36,66,40,50,53,6,95,4,37,15,87,9,90,7,0,2,0,0,[]
270,21,73,15,71,89,76,47,55,40,50,93,19,82,13,33,11,76,20,76,20,0,2,0,0,[]
271,17,59,22,58,88,83,45,49,32,38,91,34,71,24,38,11,68,30,68,30,0,2,0,0,[]
272,21,48,23,53,90,76,47,45,43,37,90,47,59,27,38,11,59,39,58,40,0,2,0,0,[]
273,24,41,23,43,87,72,46,50,47,45,90,58,54,32,93,6,58,44,58,44,0,2,0,0,[]
274,20,27,31,39,79,75,48,50,42,41,93,58,54,32,80,15,58,39,58,39,0,2,0,0,[]
275,18,18,43,37,83,78,47,50,43,40,88,61,49,34,67,19,52,43,53,43,0,2,0,0,[]
276,23,10,44,34,91,74,51,44,49,46,88,70,52,32,57,23,58,39,58,39,0,2,0,0,[]
277,24,13,45,35,87,85,50,49,44,42,87,77,49,34,47,15,56,41,56,41,0,2,0,0,[]
278,34,24,48,33,87,85,47,44,45,35,88,75,55,32,46,8,60,39,60,39,0,2,0,0,[]
279,44,35,53,37,87,85,52,44,49,39,89,75,62,37,52,8,71,40,73,39,0,2,0,0,[]
280,51,45,53,37,12,94,52,45,50,45,81,78,68,40,47,8,68,41,69,39,0,2,0,0,[]
281,51,45,51,37,30,92,52,46,50,45,79,88,59,33,48,9,63,40,62,41,0,2,0,0,[]
282,55,42,52,35,44,91,56,44,49,40,76,88,55,32,46,14,62,38,62,39,0,2,0,0,[]
283,57,55,53,33,61,89,59,46,55,50,76,87,66,33,57,22,66,33,66,33,0,3,0,0,['23:31 LNGFlandre(万花通灵) 击破了防御塔']
284,70,64,53,37,71,90,56,55,65,63,75,91,62,25,66,29,65,36,65,36,0,3,0,0,[]
285,79,76,52,49,74,91,56,67,75,76,82,88,66,40,60,39,65,39,65,39,0,3,0,0,[]
286,88,71,59,61,80,83,49,66,88,73,93,70,50,44,48,41,54,44,51,43,0,3,0,0,[]
287,91,69,48,59,93,68,39,65,89,72,93,70,46,51,47,50,47,48,47,49,0,3,0,0,['23:54 LNGPlex(解脱者) 击杀了 WEPoss(符文法师)']
288,87,65,45,56,90,70,43,57,79,75,93,70,43,45,42,47,51,46,43,45,0,3,0,0,[]
289,76,62,54,46,90,70,55,51,78,73,93,70,33,38,33,39,59,36,41,34,0,3,0,0,[]
290,68,67,51,48,2,96,58,47,73,69,93,70,31,32,24,30,57,30,41,33,0,3,0,0,[]
291,68,67,56,57,10,79,51,53,66,66,93,70,23,28,14,17,57,26,94,4,0,3,0,0,[]
292,69,68,66,66,9,62,47,56,67,66,93,70,20,27,10,15,57,26,82,12,0,3,0,0,[]
293,68,66,65,68,10,48,51,51,63,63,93,70,95,4,10,14,82,13,82,13,0,3,0,0,[]
294,67,66,64,68,10,36,49,58,63,63,93,70,79,6,93,5,73,24,73,24,0,3,0,0,['24:30 LNG 击杀了土龙']
295,55,57,65,69,13,21,49,58,9,83,93,70,64,9,75,7,64,31,64,31,0,3,0,0,[]
296,44,47,3,94,16,16,4,95,24,70,95,4,51,11,61,8,63,34,63,34,0,3,0,0,[]
297,49,49,16,81,26,22,18,87,31,56,92,22,44,17,47,9,59,33,59,33,0,3,0,0,[]
298,54,46,27,68,36,15,32,80,32,41,92,36,44,15,40,9,53,32,53,32,0,3,0,0,[]
299,53,46,31,54,27,12,47,74,36,37,91,49,45,14,44,7,57,41,57,41,0,3,0,0,[]
300,49,46,36,40,41,9,49,67,37,36,92,62,46,15,47,9,58,42,58,42,0,3,0,0,[]
301,41,36,42,32,37,15,48,58,49,40,90,70,51,23,46,9,61,39,61,39,0,3,0,0,[]
302,41,28,44,23,41,15,44,43,41,27,90,76,54,31,50,11,59,38,59,36,0,3,0,0,[]
303,41,32,48,25,45,15,45,44,49,25,81,83,53,32,51,10,58,34,53,32,0,3,0,0,[]
304,39,37,53,31,46,11,51,46,51,32,71,89,60,35,52,9,64,40,60,35,0,3,0,0,[]
305,33,33,40,31,46,8,48,46,40,37,65,92,54,30,56,12,57,38,56,32,0,3,0,1,['25:25 WEPoss(符文法师) 击破了防御塔']
306,34,32,35,30,39,11,42,41,36,36,63,90,53,32,52,8,57,42,57,41,0,3,0,1,[]
307,34,32,34,30,36,24,42,41,35,36,59,85,51,31,46,8,55,41,57,42,0,3,0,1,[]
308,32,34,36,29,32,32,32,35,36,36,52,88,43,33,48,19,50,42,51,43,0,3,0,1,[]
309,43,38,41,36,43,34,45,39,43,39,50,91,48,26,45,23,51,37,51,37,0,3,0,1,[]
310,46,34,48,32,52,34,49,33,47,35,48,90,56,30,54,29,52,35,53,33,0,3,0,1,"['25:47 LNGAsura(战争女神) 击杀了 WEMystic(暗夜猎手)', '25:48 LNGPlex(解脱者) 击杀了 WEMissing(魔法猫咪)']"
311,41,31,47,25,45,32,50,31,43,36,49,90,56,23,53,19,52,35,53,33,0,3,0,1,[]
312,43,24,42,24,38,28,37,36,39,28,43,89,49,18,49,8,52,35,53,33,0,3,0,1,[]
313,44,24,33,28,34,30,33,32,33,23,40,90,37,15,38,15,52,35,53,33,0,3,0,2,['26:4 WEPoss(符文法师) 击破了防御塔']
314,41,23,32,28,34,30,32,32,34,23,34,88,28,19,29,22,52,35,53,33,0,3,0,2,[]
315,30,21,32,27,25,26,31,27,33,23,32,90,28,19,30,18,52,35,53,33,0,3,0,2,[]
316,35,16,33,28,36,16,30,33,34,21,34,89,28,19,37,15,52,35,53,33,0,3,0,2,"['26:16 LNGAsura(战争女神) 击杀了 WEbeishang(盲僧)', '26:20 LNGPlex(解脱者) 击杀了 WExiye(刀锋舞者)', '26:20 LNG 击杀了大龙']"
317,35,9,34,31,38,15,31,33,35,23,35,89,28,19,36,16,52,35,53,33,0,3,0,2,[]
318,31,8,13,90,16,92,14,92,5,95,55,75,28,19,36,16,93,5,92,5,0,3,0,2,[]
319,29,9,29,81,30,91,14,89,17,86,65,82,28,19,36,16,84,8,84,8,0,3,0,2,[]
320,2,96,41,71,43,91,25,78,30,81,73,74,28,19,36,16,69,7,69,7,0,3,0,2,[]
321,6,93,47,65,55,91,36,66,39,73,71,67,28,19,36,16,57,8,57,8,0,3,0,2,[]
322,15,85,59,63,60,86,47,56,53,65,74,57,28,19,36,16,48,7,49,7,0,3,0,2,[]
323,25,74,71,53,69,84,58,46,66,54,77,53,95,4,36,16,49,9,44,13,0,3,0,2,[]
324,36,63,81,51,81,83,67,41,79,50,86,50,86,22,36,16,50,17,50,17,0,3,0,2,[]
325,48,53,81,54,87,80,67,39,80,46,92,44,74,26,36,16,60,24,60,24,0,3,0,2,[]
326,59,42,79,52,88,80,64,36,69,39,92,42,59,27,86,9,66,30,67,28,0,4,0,2,['27:10 LNG 击破了防御塔']
327,53,31,90,53,2,96,65,36,74,41,95,3,62,24,75,21,71,24,71,25,0,4,0,2,[]
328,46,32,88,47,89,47,67,34,69,39,94,7,73,29,80,31,70,25,70,25,0,4,0,2,[]
329,35,24,79,48,90,42,66,39,76,43,87,19,73,30,87,31,75,27,72,30,0,5,0,2,['27:21 LNGSofM(暗裔剑魔) 击破了防御塔']
330,26,14,70,39,91,41,64,36,80,47,88,31,75,28,90,33,73,29,70,29,0,5,0,2,[]
331,27,10,70,34,91,41,66,33,68,40,88,32,75,27,89,34,75,27,75,27,0,5,0,2,[]
332,41,9,69,33,87,38,70,32,68,36,78,28,78,27,80,28,75,25,75,25,0,5,0,2,[]
333,51,7,63,33,90,39,68,31,66,34,82,34,72,26,70,20,73,24,73,24,0,6,0,2,['27:45 LNG 击破了防御塔']
334,54,10,53,33,91,43,68,32,64,31,88,36,72,20,65,10,74,28,74,28,0,6,0,2,[]
335,60,12,63,34,87,43,68,31,66,28,90,35,77,26,67,9,71,24,71,24,0,6,0,2,[]
336,60,12,71,31,88,39,69,32,66,29,92,34,77,26,69,10,72,24,72,24,0,6,0,2,[]
337,61,11,73,30,84,36,70,28,68,29,91,32,78,24,64,7,75,20,75,20,0,6,0,2,[]
338,59,12,77,27,86,35,73,24,74,26,92,32,82,21,65,7,79,18,79,18,0,7,0,2,['28:8 LNGDuan(光辉女郎) 击破了防御塔']
339,60,10,81,29,89,36,75,26,72,24,92,31,86,23,69,12,79,19,79,19,0,7,0,2,[]
340,61,11,85,34,89,36,75,32,76,33,92,26,91,12,71,9,80,19,80,19,0,7,0,2,[]
341,64,15,89,29,92,27,88,32,89,32,91,20,90,12,69,7,82,20,82,20,0,8,0,2,['28:25 LNGSofM(暗裔剑魔) 击破了防御塔']
342,63,12,81,25,88,28,85,25,86,28,90,18,83,16,70,8,83,16,85,14,0,8,0,2,[]
343,64,11,76,25,76,26,71,22,76,25,90,20,89,21,72,9,86,20,91,5,0,8,0,2,[]
344,66,10,81,24,71,16,64,17,73,19,91,8,81,15,76,8,81,13,76,8,0,8,0,2,[]
345,60,11,87,27,70,19,60,12,68,26,91,9,79,17,66,6,80,17,66,6,0,9,0,2,['28:45 LNG 击破了防御塔']
346,56,10,86,28,66,10,63,10,65,11,87,22,76,11,73,7,80,18,74,7,0,9,0,2,[]
347,2,96,88,33,70,7,70,7,68,14,84,25,78,13,77,11,81,18,77,11,0,9,0,2,[]
348,82,24,88,23,78,14,76,16,78,19,88,18,84,14,84,14,83,15,83,15,0,9,0,2,[]
349,83,18,89,22,81,15,83,20,85,21,91,17,88,14,83,10,90,13,90,13,0,9,0,2,[]
350,82,19,89,25,81,17,85,17,82,23,90,19,85,23,88,17,90,18,88,17,0,10,0,2,"['29:7 LNGPlex(解脱者) 击破了防御塔', '29:8 LNGSofM(暗裔剑魔) 击杀了 WEbeishang(盲僧)', '29:8 WExiye(刀锋舞者) 击杀了 LNGAsura(战争女神)']"
351,80,17,82,24,80,23,85,17,81,23,89,21,85,23,85,18,87,18,87,18,0,10,0,2,[]
352,82,12,83,20,85,25,85,17,81,19,90,21,85,23,89,14,88,18,89,14,0,11,0,2,['29:17 LNGFlandre(万花通灵) 击破了防御塔']
353,84,8,90,19,90,18,85,17,85,15,91,15,85,23,85,12,93,18,91,12,0,11,0,2,[]
354,87,8,92,21,90,18,85,17,85,15,92,16,85,23,85,8,93,15,93,15,0,11,0,2,[]
355,87,8,92,21,90,18,85,17,85,15,92,16,85,23,85,8,93,15,93,15,0,11,0,2,['29:35 LNG 获胜']
