,SNAngel, ,SNWeiwei, ,SNMaple, ,SNSmlz, ,SNSwordArt, ,TESMoyu, ,TESAKi, ,TESKnight9, ,TESLokeN, ,TESQiuQiu, ,blue_economics,blue_towers,red_economics,red_towers,captions
195,49,47,44,34,23,34,78,50,49,47,52,7,94,5,64,36,90,47,63,38,0,1,0,0,[]
196,51,45,46,35,18,22,65,51,47,41,45,14,87,14,60,37,91,51,61,41,0,1,0,0,[]
197,48,48,47,36,22,12,53,50,48,35,31,16,78,24,59,41,93,50,63,41,0,1,0,0,[]
198,47,40,44,33,20,12,51,49,44,33,27,11,68,33,60,41,89,44,65,46,0,1,0,0,[]
199,41,29,46,23,17,17,47,40,46,23,26,9,60,41,58,42,87,39,62,42,0,1,0,0,[]
200,48,19,41,15,21,14,41,28,41,15,40,6,53,49,57,43,88,50,56,46,0,1,0,0,[]
201,44,14,35,16,24,13,41,33,37,14,53,5,52,61,56,55,90,61,60,58,0,1,0,0,[]
202,44,23,28,20,30,10,43,47,30,21,62,7,56,68,55,52,87,72,58,63,0,1,0,0,[]
203,41,35,28,32,29,10,39,60,30,21,61,10,53,77,53,50,86,79,58,64,0,1,0,0,[]
204,44,48,35,40,27,11,40,70,5,96,59,10,60,74,51,52,82,84,94,6,0,1,0,0,[]
205,41,53,32,45,24,11,36,83,17,95,48,6,59,67,61,53,82,84,87,17,0,2,0,0,['17:3 SNMaple(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷ÆÆÁË·ÀÓùËþ']
206,40,58,31,58,22,13,44,92,29,95,47,6,65,77,64,51,83,86,81,29,0,2,0,0,[]
207,33,69,32,72,2,96,45,94,45,94,47,8,76,72,95,4,88,82,80,44,0,2,0,0,[]
208,34,67,35,85,5,92,59,94,59,94,51,8,82,60,85,10,88,82,69,47,0,2,0,0,[]
209,34,67,40,89,10,81,71,92,57,94,49,10,82,56,74,21,93,10,66,48,0,2,0,0,[]
210,9,93,40,89,16,68,73,90,62,94,39,7,74,49,66,31,92,22,66,56,0,2,0,0,[]
211,19,84,3,96,24,57,75,88,72,89,30,10,66,56,58,40,91,35,65,57,0,2,0,0,[]
212,29,74,16,89,21,48,82,84,82,84,20,12,65,57,51,47,90,47,64,51,0,2,0,0,[]
213,38,63,29,81,19,35,80,85,80,85,21,12,65,57,51,49,90,59,68,50,0,2,0,0,[]
214,40,56,41,71,14,33,71,80,71,80,23,7,66,57,60,48,91,65,75,61,0,2,0,0,[]
215,42,52,55,68,8,30,80,76,80,76,10,14,75,62,52,48,91,63,75,63,0,2,0,0,[]
216,47,58,62,62,8,25,73,69,72,69,7,19,77,64,50,47,90,64,82,67,0,2,0,0,[]
217,41,58,71,64,11,20,80,77,70,65,10,14,79,65,54,49,82,65,80,67,0,2,0,0,[]
218,47,55,74,73,11,24,86,79,74,73,9,16,77,64,65,53,85,65,82,65,0,2,0,0,[]
219,57,61,75,58,13,21,80,76,75,58,17,13,78,52,67,54,90,70,83,63,0,2,0,0,[]
220,59,62,77,62,23,28,75,64,76,62,19,12,77,52,72,50,91,62,89,62,0,2,0,0,[]
221,53,56,66,57,18,22,74,71,66,57,17,9,78,52,78,51,83,59,83,61,0,2,0,0,[]
222,51,53,66,48,19,24,84,78,67,48,15,18,73,44,73,42,78,48,77,48,0,2,0,0,[]
223,51,51,66,47,18,23,85,79,66,47,14,16,70,39,63,38,77,47,68,40,0,2,0,0,[]
224,61,50,76,45,18,31,84,78,76,45,19,26,72,40,57,40,88,50,57,41,0,2,0,0,[]
225,66,49,69,41,15,34,85,77,69,41,14,20,65,35,57,41,91,44,61,39,0,2,0,0,[]
226,67,53,74,48,9,25,86,65,74,48,11,18,53,32,53,34,92,43,50,33,0,2,0,0,[]
227,56,58,78,51,9,32,91,56,76,49,7,25,42,33,56,33,92,41,42,36,0,2,0,0,[]
228,50,54,79,63,10,30,89,57,79,52,9,21,46,35,59,40,92,42,42,36,0,2,0,0,[]
229,53,55,77,62,10,31,81,66,74,61,14,19,41,32,54,44,91,44,35,38,0,2,0,0,[]
230,56,59,67,68,8,39,72,65,73,62,11,20,31,31,52,42,91,44,26,37,0,2,0,0,[]
231,47,55,64,68,4,44,67,67,3,96,8,31,22,38,52,37,91,42,25,37,0,2,0,0,[]
232,42,57,64,71,5,44,68,68,13,90,11,36,15,40,95,4,91,45,94,6,0,2,0,1,['19:18 TESMoyu(¿ñ±©Ö®ÐÄ) »÷ÆÆÁË·ÀÓùËþ']
233,45,57,66,69,5,47,69,68,22,82,9,41,16,37,91,7,92,49,86,15,0,2,0,1,[]
234,50,53,60,63,6,45,77,74,28,72,10,40,23,33,80,20,93,47,75,26,0,2,0,1,['19:26 SN »÷É±ÁË»ðÁú']
235,52,52,47,65,5,47,87,75,37,64,10,34,31,33,72,29,93,47,66,37,0,2,0,1,[]
236,54,56,50,65,5,47,88,73,46,56,10,30,31,37,63,38,86,9,67,44,0,2,0,1,[]
237,67,61,59,59,6,42,87,71,59,59,7,19,32,33,57,42,86,22,59,44,0,2,0,1,[]
238,75,68,56,56,7,42,89,58,56,56,7,19,24,40,50,47,88,34,52,49,0,2,0,1,[]
239,63,61,51,54,5,47,92,53,51,54,8,25,24,44,50,46,91,45,51,44,0,2,0,1,[]
240,53,53,52,49,5,47,85,63,52,49,9,33,24,41,53,44,90,44,59,42,0,2,0,1,[]
241,55,48,53,44,4,91,81,57,53,44,11,29,24,39,58,39,89,42,59,41,0,2,0,1,[]
242,58,46,53,44,7,82,75,52,53,44,11,28,34,37,62,36,81,35,61,40,0,2,0,1,[]
243,52,46,63,51,28,68,75,52,51,44,95,4,48,33,63,34,68,33,61,36,0,2,0,1,[]
244,52,46,67,47,31,52,78,52,50,45,89,22,52,27,94,5,60,36,59,39,0,2,0,1,[]
245,52,52,64,50,37,39,89,52,51,49,89,37,52,29,84,14,53,28,60,39,0,2,0,1,[]
246,54,48,52,45,47,40,88,55,53,48,90,48,60,38,75,25,59,36,61,40,0,2,0,1,[]
247,62,51,54,41,58,34,87,62,54,41,84,50,60,44,66,33,60,40,59,40,0,2,0,1,[]
248,57,50,55,44,50,33,73,63,52,43,69,48,60,43,59,37,62,41,61,35,0,2,0,1,[]
249,58,46,57,43,53,35,65,53,58,46,65,39,66,34,61,37,65,35,66,36,0,3,0,1,['20:45 SNAngel(Äº¹âÐÇÁé) »÷ÆÆÁË·ÀÓùËþ']
250,48,52,47,45,46,33,56,49,53,47,79,35,70,28,62,36,68,27,73,29,0,3,0,1,[]
251,45,55,43,44,33,36,54,47,52,47,88,41,70,28,63,38,70,22,73,29,0,3,0,1,[]
252,2,96,2,96,20,37,49,53,45,44,91,49,92,5,60,41,65,11,92,8,0,3,0,1,[]
253,10,81,10,82,11,33,49,53,43,44,89,52,74,7,60,40,53,9,79,16,0,3,0,1,[]
254,17,67,17,67,11,25,6,96,3,96,88,63,64,15,61,39,44,13,68,27,0,3,0,1,[]
255,18,54,18,52,10,27,9,92,17,87,90,67,59,26,94,4,42,14,56,32,0,3,0,1,[]
256,22,44,25,56,10,27,25,89,25,77,91,67,49,34,79,19,46,15,46,34,0,3,0,1,[]
257,26,37,22,46,17,92,39,87,35,75,87,69,53,33,71,30,43,14,41,36,0,3,0,1,[]
258,38,43,29,37,33,92,49,77,46,79,88,83,53,33,61,38,37,15,36,23,0,3,0,1,[]
259,44,52,42,45,47,91,45,70,47,69,86,88,62,36,54,47,32,12,25,26,0,3,0,1,[]
260,46,52,40,36,61,89,33,60,35,61,90,73,71,41,54,46,23,8,30,17,0,3,0,1,[]
261,41,42,41,32,75,89,31,47,31,47,84,63,69,39,58,43,28,10,26,10,0,3,0,1,[]
262,41,29,45,24,76,88,37,37,37,37,87,71,63,32,61,39,34,11,33,11,0,3,0,1,[]
263,45,21,44,23,70,88,42,26,40,29,86,79,57,32,59,41,34,11,38,14,0,3,0,1,[]
264,41,33,40,32,62,83,34,30,39,29,88,80,64,37,55,46,87,4,38,14,0,3,0,1,[]
265,45,45,41,33,60,85,30,33,41,33,83,84,62,37,52,48,70,6,47,15,0,3,0,1,[]
266,50,48,46,24,61,85,20,25,46,24,83,85,67,42,55,47,58,9,52,21,0,3,0,1,[]
267,43,43,54,18,66,89,24,22,52,20,78,91,65,40,59,35,56,12,55,15,0,3,0,1,[]
268,43,46,49,25,65,91,12,24,49,25,76,90,57,31,55,32,56,17,66,9,0,3,0,1,[]
269,45,49,46,23,53,87,8,38,46,23,77,85,56,29,56,34,58,22,66,9,0,3,0,1,[]
270,49,51,44,35,58,88,10,32,44,35,78,87,55,32,57,43,55,12,93,7,0,3,0,1,[]
271,50,48,53,44,62,92,11,20,53,44,77,88,58,35,58,45,48,12,80,15,0,3,0,1,[]
272,49,53,59,55,72,90,14,18,58,55,81,87,64,39,58,42,42,11,71,27,0,3,0,1,[]
273,59,61,71,63,70,91,20,23,71,63,77,90,54,31,58,41,35,11,59,33,0,3,0,1,[]
274,72,64,80,75,80,85,29,33,80,75,88,82,45,24,54,32,30,8,46,32,0,3,0,1,[]
275,83,66,91,72,90,74,32,44,91,72,93,69,41,26,45,34,25,11,41,34,0,3,0,1,[]
276,88,68,88,75,91,73,34,42,88,75,92,73,32,33,50,44,15,17,34,38,0,3,0,1,['22:58 SNWeiwei(¿ñÕ½Ê¿) »÷É±ÁË TESMoyu(¿ñ±©Ö®ÐÄ)']
277,91,75,76,73,90,63,30,37,76,73,92,73,35,30,40,43,16,20,33,36,0,3,0,1,['23:2 SNSmlz(Ê¥Ç¹ÓÎÏÀ) »÷É±ÁË TESQiuQiu(À×öªÅØÏø)']
278,46,54,71,63,86,52,27,36,71,63,92,73,41,24,41,32,25,22,33,36,0,3,0,1,[]
279,54,46,70,66,84,50,15,39,70,66,92,73,48,25,47,32,34,17,33,36,0,3,0,1,[]
280,58,44,67,51,87,51,12,37,67,51,92,73,50,26,59,35,34,17,33,36,0,3,0,1,[]
281,56,47,65,37,88,52,10,47,65,37,92,73,95,4,65,30,93,7,33,36,0,3,0,1,[]
282,58,42,75,45,89,49,9,37,60,43,92,73,78,16,63,32,89,24,33,36,0,3,0,1,[]
283,49,48,80,50,89,49,11,22,54,49,92,73,68,26,62,34,89,38,92,11,0,3,0,1,[]
284,43,51,80,50,84,59,11,20,46,52,92,73,57,29,62,34,88,40,83,28,0,3,0,1,[]
285,43,51,12,90,82,63,19,24,46,52,94,14,59,35,59,28,79,31,74,34,0,3,0,1,[]
286,10,91,28,81,79,71,27,22,11,92,92,31,67,39,59,28,67,26,60,33,0,3,0,1,[]
287,23,80,40,72,79,71,30,18,22,81,92,45,58,35,86,9,54,21,51,31,0,3,0,1,[]
288,33,70,45,63,3,96,36,17,30,72,90,54,49,25,78,22,44,15,41,23,0,3,0,1,[]
289,42,59,50,60,20,90,30,21,42,59,88,67,37,23,68,26,32,17,30,22,0,3,0,1,[]
290,34,48,43,47,36,89,26,33,34,48,89,76,24,27,57,29,25,27,25,30,0,3,0,1,[]
291,29,37,41,32,39,89,26,33,26,33,86,77,26,25,49,26,27,23,27,24,0,3,0,1,[]
292,31,29,48,21,26,22,27,22,27,22,35,23,30,18,48,18,34,22,29,17,0,3,0,1,[]
293,32,21,44,15,21,20,24,13,24,13,27,16,30,18,52,11,27,14,24,13,0,3,0,1,['24:21 SNSmlz(Ê¥Ç¹ÓÎÏÀ) »÷É±ÁË TESAKi(°µÒá½£Ä§)']
294,29,16,30,12,19,18,27,14,26,16,25,14,30,18,43,10,25,9,25,13,0,3,0,1,"['24:27 TESLokeN(¸´³ðÖ®Ã¬) »÷É±ÁË SNSmlz(Ê¥Ç¹ÓÎÏÀ)', '24:29 TESLokeN(¸´³ðÖ®Ã¬) »÷É±ÁË SNSwordArt(Ä§·¨Ã¨ßä)']"
295,24,12,25,9,23,9,27,14,26,16,26,15,30,18,32,8,28,9,25,7,0,3,0,1,['24:33 SNAngel(Äº¹âÐÇÁé) »÷É±ÁË TESMoyu(¿ñ±©Ö®ÐÄ)']
296,21,11,21,9,20,12,27,14,26,16,26,15,30,18,32,8,32,12,25,8,0,3,0,1,['24:36 SNMaple(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷É±ÁË TESQiuQiu(À×öªÅØÏø)']
297,27,15,28,20,26,15,27,14,26,16,26,15,30,18,44,10,44,16,25,8,0,3,0,1,[]
298,30,22,25,25,25,26,27,14,26,16,26,15,30,18,47,6,48,22,25,8,0,3,0,1,[]
299,26,31,25,27,26,30,27,14,26,16,26,15,30,18,44,6,57,27,25,8,0,3,0,1,[]
300,26,31,3,96,26,30,27,14,26,16,26,15,94,6,42,7,54,31,25,8,0,3,0,1,[]
301,5,90,21,86,10,95,27,14,2,96,26,15,86,22,42,7,56,31,25,8,0,3,0,1,[]
302,15,76,35,77,39,91,27,14,17,87,26,15,80,35,91,12,56,31,25,8,0,3,0,1,[]
303,30,65,39,64,59,89,10,92,30,81,26,15,74,41,83,27,90,5,83,15,0,3,0,1,[]
304,40,57,49,60,76,87,23,79,39,72,92,7,68,40,81,39,75,12,73,28,0,3,0,1,[]
305,47,53,62,62,87,74,33,69,50,66,89,26,57,32,78,50,70,24,61,37,0,3,0,1,[]
306,50,52,64,57,89,64,43,59,64,57,90,43,46,24,77,48,59,23,58,40,0,3,0,1,[]
307,58,46,66,45,88,55,54,49,66,45,90,48,41,29,69,39,48,23,62,38,0,3,0,1,[]
308,60,40,66,41,86,50,58,39,60,40,90,46,49,33,66,32,48,25,56,32,0,3,0,1,[]
309,47,48,74,55,85,51,62,51,54,47,90,45,55,32,64,31,54,30,53,28,0,3,0,1,[]
310,35,49,68,66,90,48,68,62,47,53,92,41,52,28,54,32,52,34,53,28,0,4,0,1,['25:46 SN »÷ÆÆÁË·ÀÓùËþ']
311,25,46,66,70,90,49,65,69,35,48,91,42,41,25,43,32,49,32,41,32,0,4,0,1,[]
312,23,42,65,70,79,48,60,74,30,38,90,39,41,31,51,33,46,36,44,35,0,4,0,1,[]
313,24,38,60,60,65,53,55,83,28,35,77,35,41,36,47,34,55,41,42,36,0,4,0,1,['26:1 SN »÷É±ÁËÍÁÁú']
314,27,37,50,51,55,54,50,83,28,37,64,39,41,37,45,39,51,42,39,39,0,4,0,1,[]
315,33,40,42,45,44,48,49,77,32,41,56,46,50,35,56,33,56,44,51,37,0,4,0,1,[]
316,34,33,34,36,48,57,50,65,32,46,58,47,50,31,56,41,58,34,51,37,0,4,0,1,[]
317,28,33,32,35,56,67,48,57,33,41,53,49,50,31,52,47,50,34,93,5,0,4,0,1,[]
318,19,24,30,48,52,61,44,56,38,49,51,52,91,4,51,49,59,37,77,19,0,4,0,1,[]
319,12,16,23,55,48,58,47,55,47,55,52,43,72,8,52,45,51,41,65,30,0,4,0,1,[]
320,14,21,21,52,49,65,51,62,51,62,43,34,66,19,46,35,42,33,58,38,0,4,0,1,[]
321,19,24,15,43,46,58,46,72,50,65,40,29,54,21,41,30,39,29,51,44,0,4,0,1,[]
322,27,34,21,44,44,52,50,61,44,53,50,32,43,25,43,17,49,25,42,32,0,4,0,1,[]
323,32,33,31,37,42,46,48,50,42,46,57,33,47,32,45,14,58,34,49,34,0,4,0,1,[]
324,34,32,41,36,41,39,52,50,41,36,57,33,54,32,41,10,60,41,57,33,0,4,0,1,[]
325,34,35,52,34,48,35,42,44,52,34,82,11,58,34,44,11,62,35,58,35,0,4,0,1,[]
326,46,37,42,32,41,34,46,39,42,32,71,24,59,40,52,20,59,42,59,45,0,4,0,1,[]
327,40,28,48,22,40,33,43,34,48,22,61,33,57,33,59,27,59,38,56,43,0,4,0,1,[]
328,41,32,42,25,42,32,42,41,42,25,57,32,53,33,56,32,58,34,56,32,0,4,0,1,[]
329,42,40,36,36,41,41,47,48,36,36,58,34,56,34,59,36,59,38,56,33,0,4,0,1,[]
330,41,39,34,30,32,34,46,50,32,32,54,46,53,45,54,47,53,49,53,44,0,4,0,1,[]
331,36,42,34,30,31,33,33,47,31,31,50,48,51,50,52,52,55,49,55,47,0,4,0,1,[]
332,31,34,34,30,31,32,31,33,31,34,44,39,43,42,41,45,45,44,45,40,0,4,0,1,[]
333,22,38,25,37,33,27,24,37,27,34,41,45,38,43,43,45,43,44,40,44,0,4,0,1,['27:41 SN »÷É±ÁË´óÁú']
334,2,96,23,38,29,32,21,35,2,96,49,50,31,48,51,45,43,42,42,46,0,4,0,1,[]
335,17,87,11,91,25,29,12,89,17,87,48,53,32,53,46,50,46,53,46,53,0,4,0,1,[]
336,27,75,24,77,4,92,25,76,27,75,42,56,32,53,42,54,41,54,39,55,0,4,0,1,[]
337,34,64,33,64,17,78,34,65,34,64,42,51,32,53,43,51,39,51,44,52,0,4,0,2,['28:3 TESKnight9(É³Ä®»ÊµÛ) »÷ÆÆÁË·ÀÓùËþ']
338,40,59,38,52,28,67,42,56,38,52,32,52,32,54,32,47,32,51,32,50,0,4,0,2,[]
339,38,51,39,50,32,58,39,51,39,50,31,49,32,54,31,46,32,44,32,45,0,4,0,2,[]
340,33,49,30,44,25,47,31,47,30,44,31,37,24,42,39,37,39,38,38,37,0,4,0,2,[]
341,40,51,31,37,28,36,37,42,31,37,26,24,24,39,42,25,50,33,42,26,0,4,0,2,['28:21 SNMaple(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷É±ÁË TESAKi(°µÒá½£Ä§)']
342,49,52,42,35,26,29,46,45,42,35,37,15,24,39,47,11,58,33,47,23,0,4,0,2,[]
343,57,44,55,30,31,17,57,40,55,30,45,13,24,39,52,9,70,33,62,23,0,4,0,2,[]
344,65,35,65,22,35,12,65,34,65,22,45,13,24,39,52,9,83,34,75,15,0,4,0,2,[]
345,73,34,70,28,40,10,71,30,70,28,42,14,24,39,86,8,84,27,76,10,0,5,0,2,['28:42 SNSmlz(Ê¥Ç¹ÓÎÏÀ) »÷ÆÆÁË·ÀÓùËþ']
346,70,28,73,26,42,9,71,26,70,25,44,11,24,39,75,20,82,15,61,10,0,6,0,2,['28:50 SNAngel(Äº¹âÐÇÁé) »÷ÆÆÁË·ÀÓùËþ']
347,75,21,80,18,41,9,81,17,81,17,41,9,24,39,83,14,87,16,51,10,0,6,0,2,"['28:53 TESMoyu(¿ñ±©Ö®ÐÄ) »÷É±ÁË SNMaple(Ó¢ÓÂÍ¶µ¯ÊÖ)', '28:55 SNSmlz(Ê¥Ç¹ÓÎÏÀ) »÷É±ÁË TESKnight9(É³Ä®»ÊµÛ)']"
348,81,22,80,20,41,9,81,23,79,22,49,7,24,39,83,14,86,14,56,10,0,6,0,2,[]
349,86,18,87,29,41,9,87,31,87,29,49,7,92,10,83,14,85,11,56,10,0,6,0,2,[]
350,87,34,88,37,41,9,89,36,88,37,94,5,90,26,83,14,83,21,93,21,0,6,0,2,[]
351,88,34,89,34,41,9,91,33,89,37,88,23,93,26,83,14,83,19,90,26,0,6,0,2,[]
352,89,32,87,29,41,9,93,28,93,28,86,22,93,22,83,14,90,19,93,21,0,7,0,2,['29:16 SNSmlz(Ê¥Ç¹ÓÎÏÀ) »÷ÆÆÁË·ÀÓùËþ']
353,88,28,90,27,41,9,93,25,93,25,84,18,88,17,83,14,87,17,93,16,0,7,0,2,[]
354,85,35,83,36,41,9,84,33,83,36,89,24,76,23,83,14,88,23,87,21,0,7,0,2,[]
355,81,46,79,39,41,9,80,46,79,39,89,25,63,24,83,14,80,24,85,28,0,7,0,2,[]
356,77,46,5,93,41,9,79,53,2,97,92,36,51,19,83,14,69,30,86,28,0,7,0,2,[]
357,77,47,2,97,41,9,68,50,5,89,92,39,44,15,83,14,66,29,79,30,0,7,0,2,[]
358,77,52,10,84,5,94,55,46,10,84,91,41,44,15,85,12,64,31,68,30,0,7,0,2,[]
359,3,93,24,71,4,94,52,44,24,71,92,46,36,16,76,25,64,32,64,34,0,7,0,2,[]
360,4,93,36,60,5,94,56,42,36,60,89,58,35,12,67,34,66,32,64,34,0,7,0,2,[]
361,9,74,43,47,4,92,47,38,43,47,89,73,40,9,66,35,66,27,64,34,0,7,0,2,[]
362,9,60,41,32,18,78,38,27,41,32,88,78,53,9,68,32,66,27,70,28,0,7,0,2,[]
363,14,49,50,22,38,60,29,19,50,22,89,72,57,10,69,21,85,5,70,28,0,7,0,2,[]
364,28,50,61,23,52,49,28,9,59,24,89,72,57,10,68,16,68,7,86,8,0,7,0,2,[]
365,37,41,59,16,58,43,37,9,59,16,90,4,79,9,63,7,54,7,69,17,0,7,0,2,[]
366,49,34,60,23,63,33,41,11,60,23,69,10,62,9,53,7,48,7,65,18,0,7,0,2,[]
367,51,21,55,18,78,25,44,13,55,18,63,12,56,11,51,6,51,6,58,11,0,7,0,2,[]
368,50,16,57,15,82,19,49,11,57,15,74,15,57,5,57,5,49,9,49,9,0,7,0,2,['30:40 SNSmlz(Ê¥Ç¹ÓÎÏÀ) »÷É±ÁË TESLokeN(¸´³ðÖ®Ã¬)']
369,48,20,55,7,85,25,47,15,55,7,85,20,47,14,54,5,49,9,46,14,0,7,0,2,"['30:44 SNWeiwei(¿ñÕ½Ê¿) »÷É±ÁË TESKnight9(É³Ä®»ÊµÛ)', '30:45 TESQiuQiu(À×öªÅØÏø) »÷É±ÁË SNSmlz(Ê¥Ç¹ÓÎÏÀ)']"
370,50,19,43,15,78,29,47,15,43,15,85,19,49,22,54,5,49,9,36,17,0,7,0,2,[]
371,47,14,51,25,66,26,47,15,47,14,75,19,50,26,54,5,49,9,37,15,0,7,0,2,[]
372,57,22,53,30,76,27,47,15,57,22,81,24,51,27,54,5,49,9,37,15,0,7,0,2,['30:56 SNWeiwei(¿ñÕ½Ê¿) »÷É±ÁË TESAKi(°µÒá½£Ä§)']
373,72,23,67,29,84,24,47,15,72,23,86,21,51,27,54,5,49,9,84,10,0,7,0,2,[]
374,78,20,78,20,83,22,47,15,80,22,92,9,51,27,54,5,49,9,87,17,0,7,0,2,[]
375,85,20,84,19,83,21,47,15,85,20,88,14,51,27,54,5,49,9,90,18,0,7,0,2,[]
376,85,12,85,12,82,14,47,15,83,15,91,8,51,27,54,5,49,9,93,10,0,8,0,2,['31:18 SN »÷ÆÆÁË·ÀÓùËþ']
377,90,10,85,12,89,7,47,15,90,10,94,4,51,27,54,5,49,9,91,6,0,9,0,2,['31:21 SNWeiwei(¿ñÕ½Ê¿) »÷ÆÆÁË·ÀÓùËþ']
378,91,11,85,12,85,9,47,15,91,11,94,3,51,27,54,5,95,4,89,6,0,9,0,2,[]
379,91,11,85,12,85,9,47,15,91,11,94,3,51,27,54,5,95,4,89,6,0,9,0,2,['31:35 SN »ñÊ¤']
