,VGCube, ,VGAix, ,VGJay, ,VGPuff, ,VGSouthwind, ,BLGADD, ,BLGMeteor, ,BLGKuro, ,BLGJinjiao, ,BLGXinMo, ,blue_economics,blue_towers,red_economics,red_towers,captions
212,8,24,44,57,4,96,33,64,7,94,12,24,67,68,50,62,45,57,41,58,0,1,0,1,['17:40 BLG »÷ÆÆÁË·ÀÓùËþ']
213,9,22,44,57,5,96,32,64,15,85,11,22,66,71,49,65,51,61,53,60,0,1,0,1,[]
214,8,21,44,57,18,95,30,65,25,76,9,22,67,71,54,66,63,64,64,64,0,1,0,1,[]
215,8,32,44,57,31,93,30,65,33,66,13,17,67,69,59,63,66,65,67,65,0,1,0,1,[]
216,7,33,6,88,44,92,7,93,39,61,8,18,73,63,70,68,66,55,67,65,0,1,0,1,['17:56 BLG »÷É±ÁË»ðÁú']
217,7,33,12,77,57,90,16,87,33,61,10,21,81,56,80,76,66,55,92,10,0,1,0,1,[]
218,8,30,18,65,70,88,25,78,39,61,9,23,80,55,84,82,92,6,83,20,0,1,0,1,[]
219,8,26,24,57,78,86,33,69,46,53,8,19,76,59,87,73,83,16,73,28,0,1,0,1,[]
220,8,30,30,60,72,86,42,60,44,56,8,19,71,64,87,73,76,24,62,38,0,1,0,1,[]
221,8,30,41,58,68,80,50,55,44,51,8,19,78,55,93,5,68,33,57,45,0,1,0,1,[]
222,13,95,52,63,63,76,50,50,49,49,8,19,80,50,83,16,59,41,55,43,0,1,0,1,[]
223,26,93,64,62,55,66,45,54,42,52,9,25,80,50,67,36,53,44,53,48,0,1,0,1,[]
224,39,92,70,65,45,57,44,55,32,46,10,24,90,13,66,53,52,32,52,47,0,1,0,1,[]
225,52,90,72,70,35,49,44,54,33,44,8,28,84,26,69,66,53,29,51,50,0,1,0,1,[]
226,65,89,66,82,22,46,41,58,34,48,10,14,78,40,78,75,52,35,59,50,0,1,0,1,[]
227,69,91,55,83,14,36,46,54,45,51,10,14,74,44,75,78,54,46,49,42,0,1,0,1,[]
228,74,91,53,84,10,30,45,54,45,54,95,4,73,48,73,85,50,47,52,50,0,1,0,1,[]
229,67,90,47,75,10,24,40,57,42,59,87,9,74,59,76,88,49,50,53,51,0,1,0,1,[]
230,60,90,39,65,12,16,43,56,47,51,74,10,76,69,71,88,56,55,56,60,0,1,0,1,[]
231,54,87,43,54,21,23,43,55,45,55,60,10,71,78,68,89,54,56,62,59,0,1,0,1,[]
232,55,88,47,48,30,33,44,51,45,46,47,9,61,74,69,89,55,49,61,50,0,1,0,1,[]
233,54,86,45,42,42,37,45,50,44,48,34,8,59,62,68,90,54,49,54,47,0,1,0,1,[]
234,58,85,48,40,48,42,46,50,44,50,20,12,57,64,74,89,58,47,58,44,0,1,0,2,['19:27 BLGKuro(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷ÆÆÁË·ÀÓùËþ']
235,64,91,50,48,49,46,49,48,48,48,12,19,62,77,77,87,60,42,56,41,0,1,0,2,[]
236,68,91,55,51,54,45,56,46,54,43,13,20,70,79,76,87,62,38,62,37,0,1,0,2,[]
237,61,92,49,52,48,48,48,51,47,47,9,25,61,77,69,78,61,37,61,40,0,2,0,2,['19:41 VGPuff(³Í½äÖ®¼ý) »÷ÆÆÁË·ÀÓùËþ']
238,53,92,36,49,37,50,46,51,39,55,10,28,49,81,60,85,59,42,60,41,0,2,0,3,['19:47 BLG »÷ÆÆÁË·ÀÓùËþ']
239,51,92,23,48,26,50,40,57,35,59,11,37,48,83,58,85,53,46,52,48,0,2,0,3,[]
240,46,93,15,44,14,48,38,59,35,59,8,40,51,91,55,92,49,53,47,53,0,2,0,3,[]
241,48,91,15,43,8,45,34,64,13,87,16,33,61,84,66,89,43,58,37,50,0,2,0,3,[]
242,53,87,15,49,7,44,32,67,21,76,29,38,69,80,68,88,49,48,51,50,0,2,0,3,[]
243,57,90,10,47,6,44,31,66,30,67,26,37,69,80,94,4,51,37,58,50,0,2,0,3,[]
244,60,91,16,49,5,46,31,66,35,63,24,37,89,5,78,11,53,36,58,50,0,2,0,3,[]
245,66,82,2,96,5,46,2,96,35,62,95,4,72,6,67,19,52,49,95,4,0,2,0,3,[]
246,71,83,15,88,5,46,42,57,41,58,94,10,58,10,55,22,49,48,95,4,0,2,0,3,[]
247,78,86,25,77,9,86,44,56,43,54,92,28,45,13,41,24,50,49,86,9,0,2,0,3,[]
248,84,84,32,67,20,75,43,55,39,51,91,41,44,15,26,22,58,40,74,20,0,2,0,3,[]
249,82,88,32,54,29,65,35,49,33,49,90,54,44,15,17,19,58,40,66,29,0,2,0,3,[]
250,82,89,33,41,31,53,35,43,38,43,89,67,48,17,18,23,95,4,55,32,0,2,0,3,[]
251,2,96,32,36,31,40,40,44,41,38,90,74,42,26,19,25,84,15,49,33,0,2,0,3,[]
252,14,94,40,37,29,37,43,42,44,39,82,81,37,25,24,25,73,23,48,32,0,2,0,3,[]
253,29,93,37,40,19,35,48,47,49,47,77,88,25,25,19,26,63,34,49,34,0,2,0,3,[]
254,42,92,27,37,14,33,43,45,38,43,72,85,20,25,12,24,59,40,52,27,0,2,0,3,[]
255,51,94,20,28,10,28,33,37,29,34,63,76,19,22,16,19,53,41,42,23,0,2,0,3,[]
256,55,91,25,32,8,28,31,40,28,36,54,67,23,23,22,23,43,39,30,22,0,2,0,3,[]
257,49,80,23,41,9,37,37,49,32,47,48,65,26,29,24,26,42,41,25,31,0,2,0,3,[]
258,47,72,22,53,15,48,42,57,42,54,47,64,32,33,15,18,49,47,33,36,0,2,0,3,[]
259,48,73,25,57,11,45,42,67,38,62,57,63,42,34,12,17,48,48,42,34,0,2,0,3,[]
260,49,76,23,55,9,34,47,72,39,65,66,69,54,32,18,21,51,47,51,47,0,2,0,3,[]
261,56,83,22,43,7,38,40,66,39,62,70,68,66,39,23,29,63,50,50,48,0,2,0,3,[]
262,54,84,29,38,6,45,38,59,37,62,70,78,73,42,20,26,72,53,41,44,0,2,0,3,[]
263,53,85,34,39,7,46,40,57,39,61,70,82,77,46,17,23,66,51,53,45,0,2,0,3,[]
264,52,85,32,33,5,34,44,53,2,96,83,85,80,56,13,19,55,49,55,46,0,2,0,3,[]
265,52,84,23,28,10,26,41,55,14,85,79,86,78,55,15,16,55,46,59,51,0,2,0,3,[]
266,56,91,14,21,11,24,39,58,23,73,78,82,78,55,27,15,55,48,59,51,0,2,0,3,[]
267,55,92,21,29,11,29,40,58,33,63,77,78,93,9,31,20,54,45,87,16,0,2,0,3,[]
268,55,91,32,38,19,36,43,55,48,59,95,4,81,21,31,20,54,47,76,26,0,2,0,3,[]
269,51,84,44,43,31,39,47,51,49,58,89,13,71,32,87,8,53,48,67,34,0,2,0,3,[]
270,47,71,46,43,43,42,47,51,51,55,75,21,67,44,79,21,56,46,58,43,0,2,0,3,[]
271,50,60,47,45,45,47,49,49,51,54,68,31,65,57,70,31,58,46,58,45,0,2,0,3,[]
272,57,59,54,55,53,56,55,55,60,57,61,42,64,53,67,43,57,44,60,49,0,2,0,3,[]
273,59,60,60,58,55,59,58,59,62,62,53,51,63,52,65,52,61,42,58,49,0,2,0,3,[]
274,55,57,53,56,57,58,55,57,60,58,48,51,53,48,63,52,52,47,53,50,0,2,0,3,[]
275,49,58,45,56,56,61,52,55,51,60,44,53,48,49,59,51,45,48,47,50,0,2,0,3,[]
276,43,56,44,57,49,59,55,59,52,60,47,54,52,52,55,50,46,49,49,50,0,2,0,3,[]
277,41,58,41,58,53,66,50,66,48,65,50,59,55,57,55,55,52,52,54,52,0,2,0,3,[]
278,47,58,48,59,50,68,48,66,49,66,59,61,59,62,54,58,51,55,58,57,0,2,0,3,[]
279,46,55,47,59,40,65,45,67,41,66,59,70,65,60,61,62,57,58,59,60,0,2,0,3,[]
280,48,58,52,61,45,54,42,60,45,57,60,71,68,69,61,61,65,65,63,62,0,2,0,3,[]
281,55,63,58,57,56,58,52,56,56,58,56,68,64,70,66,66,68,67,67,65,0,2,0,3,[]
282,52,54,55,56,54,57,49,51,52,55,52,62,64,64,61,59,64,59,61,61,0,2,0,3,['23:26 BLG »÷É±ÁË»ðÁú']
283,48,54,49,54,50,55,47,52,47,52,55,58,57,57,55,53,57,55,55,56,0,2,0,3,[]
284,52,55,48,54,46,58,49,53,50,53,60,60,64,57,60,57,60,50,62,57,0,2,0,3,[]
285,44,55,42,43,35,59,42,53,42,55,55,57,58,46,64,57,62,34,56,55,0,2,0,3,[]
286,37,48,32,38,35,59,40,51,41,52,50,53,59,35,64,57,54,30,58,43,0,2,0,3,[]
287,37,48,30,35,4,91,43,53,45,54,51,50,52,32,84,7,54,30,60,38,0,2,0,3,[]
288,6,90,24,41,9,75,44,55,46,53,49,50,46,32,62,24,55,42,95,4,0,2,0,3,[]
289,18,77,24,41,8,61,42,55,43,57,53,53,42,22,48,34,55,46,95,4,0,2,0,3,[]
290,26,68,6,88,10,51,40,59,39,56,66,60,42,16,34,40,56,45,89,17,0,2,0,3,[]
291,34,62,6,90,18,45,43,68,34,59,76,60,43,16,23,37,56,45,76,27,0,2,0,3,[]
292,24,56,2,96,10,43,43,68,34,59,84,66,43,17,21,26,92,6,66,35,0,2,0,3,[]
293,26,59,11,81,5,42,40,62,14,89,91,68,43,17,23,23,79,20,53,33,0,2,0,3,[]
294,37,64,17,67,8,44,42,57,24,77,89,71,83,12,14,19,68,31,42,32,0,2,0,3,[]
295,47,72,18,55,8,38,43,55,32,67,85,80,75,27,16,15,59,39,43,39,0,2,0,3,[]
296,57,82,15,44,11,46,42,55,41,57,84,82,66,38,19,14,50,46,44,44,0,2,0,3,[]
297,56,83,15,41,9,39,40,58,39,55,85,85,70,40,29,18,45,49,48,48,0,2,0,3,[]
298,54,86,18,48,8,47,37,60,36,58,85,87,64,38,23,28,45,55,44,51,0,2,0,3,[]
299,54,84,22,48,9,47,34,63,34,62,95,4,51,41,21,30,44,56,45,55,0,2,0,3,[]
300,58,92,22,48,19,49,34,63,35,60,82,17,40,41,13,22,37,50,41,53,0,2,0,3,[]
301,59,91,20,52,17,53,35,63,35,61,68,20,35,42,12,24,39,52,31,51,0,2,0,3,[]
302,58,91,18,47,6,47,33,63,32,59,58,27,31,51,11,29,45,56,34,49,0,2,0,3,[]
303,54,94,20,49,6,46,34,64,32,62,48,35,26,51,14,36,38,56,30,50,0,2,0,3,[]
304,58,91,17,59,5,46,37,63,32,62,36,40,15,51,10,39,41,55,22,57,0,2,0,3,[]
305,52,94,18,56,11,50,35,63,35,60,31,51,22,53,9,34,42,53,23,52,0,2,0,3,[]
306,52,94,18,58,10,50,32,64,32,64,25,59,25,52,9,34,40,54,26,51,0,2,0,3,[]
307,5,92,22,65,11,62,33,66,31,67,25,58,19,44,10,39,36,60,25,52,0,2,0,3,[]
308,17,76,21,64,11,57,30,68,31,64,22,54,13,43,10,40,42,59,24,57,0,2,0,3,[]
309,23,68,21,64,6,59,30,66,24,65,11,50,17,46,10,50,39,59,15,50,0,2,0,3,[]
310,12,63,20,64,7,59,30,66,12,63,7,52,17,54,10,50,38,58,11,51,0,2,0,3,[]
311,7,53,25,65,11,57,7,89,9,57,9,43,18,49,11,47,39,57,13,48,0,2,0,3,[]
312,11,61,33,63,8,58,18,77,18,64,12,48,24,58,8,46,40,56,23,56,0,2,0,3,[]
313,10,59,35,58,11,58,29,68,30,64,18,52,28,59,8,48,36,57,34,59,0,2,0,3,[]
314,20,64,35,62,18,64,35,63,36,60,28,59,35,58,15,48,39,53,36,59,0,2,0,3,[]
315,33,65,35,64,32,65,32,65,36,66,35,65,35,66,24,57,39,61,38,62,0,2,0,3,['26:12 BLGMeteor(Ðé¿Õ¶ÝµØÊÞ) »÷É±ÁË VGAix(ÁÝ¶¬Ö®Å­)']
316,31,66,35,64,36,66,29,68,32,69,40,59,50,65,34,60,40,59,39,59,0,2,0,3,[]
317,32,64,35,64,32,66,34,64,34,66,41,60,47,53,38,55,42,60,41,59,0,2,0,3,[]
318,30,64,35,64,29,68,32,65,33,69,38,59,38,42,36,60,40,61,38,62,0,2,0,3,[]
319,29,68,35,64,34,74,29,69,31,69,35,63,31,37,34,63,38,64,37,61,0,2,0,3,[]
320,34,65,35,64,36,74,31,67,33,66,31,55,34,37,37,60,36,50,44,51,0,2,0,3,[]
321,32,60,35,64,35,74,32,62,32,58,32,42,32,31,36,50,31,37,37,41,0,2,0,3,[]
322,29,57,35,64,2,96,30,57,30,55,32,31,31,29,32,41,30,31,33,31,0,2,0,3,[]
323,32,45,5,91,11,80,33,49,32,51,32,31,32,28,31,33,29,32,33,32,0,2,0,3,[]
324,34,38,13,75,17,66,31,39,23,50,32,31,34,28,29,29,31,28,34,31,0,2,0,3,[]
325,31,49,22,70,18,53,31,50,21,50,36,40,29,22,36,37,25,28,35,37,0,2,0,3,['27:1 BLG »÷É±ÁË´óÁú']
326,34,61,34,68,16,44,32,59,20,50,46,50,95,4,48,35,95,4,44,33,0,2,0,3,[]
327,38,64,46,65,12,36,37,61,20,50,44,49,87,19,48,35,90,13,95,4,0,2,0,3,[]
328,45,64,45,63,5,39,37,60,5,94,95,4,81,34,92,15,76,26,95,4,0,2,0,3,[]
329,44,68,47,72,5,36,43,69,20,84,74,6,75,44,87,31,69,40,95,4,0,2,0,3,[]
330,44,68,56,82,13,47,44,70,30,72,59,8,80,54,89,45,58,44,83,19,0,2,0,3,[]
331,16,89,54,83,19,49,41,59,38,61,45,9,81,55,88,59,50,48,73,29,0,2,0,3,[]
332,29,81,55,82,20,50,43,54,46,56,32,11,75,55,81,57,54,44,63,37,0,2,0,3,[]
333,39,73,48,77,28,59,43,57,46,55,20,14,71,50,84,63,53,45,58,47,0,2,0,3,[]
334,36,64,41,67,35,61,40,58,38,59,10,20,66,59,91,65,49,49,52,51,0,2,0,3,[]
335,23,65,43,68,46,67,39,59,40,62,9,33,76,70,87,70,50,50,48,50,0,2,0,3,[]
336,11,62,43,67,42,68,38,60,38,62,8,33,77,74,86,78,48,56,52,55,0,2,0,3,[]
337,7,50,39,61,35,63,36,59,38,59,8,38,63,77,79,88,51,65,55,63,0,2,0,3,[]
338,8,57,34,65,33,75,37,63,40,60,8,50,50,78,71,84,47,57,55,68,0,2,0,3,[]
339,7,59,40,74,36,88,36,65,39,65,9,55,51,75,59,85,45,55,51,64,0,2,0,4,['28:11 BLG »÷ÆÆÁË·ÀÓùËþ']
340,8,65,45,80,46,92,31,66,32,66,8,58,51,77,54,90,42,55,46,58,0,2,0,4,[]
341,9,70,39,77,48,94,34,64,32,64,11,63,52,77,56,90,40,55,40,56,0,2,0,4,[]
342,8,67,43,89,47,93,29,69,31,68,23,65,51,76,57,90,36,59,38,60,0,2,0,4,[]
343,8,67,49,91,49,93,25,69,29,70,18,62,46,79,58,90,32,64,32,67,0,2,0,4,[]
344,10,70,37,88,50,94,23,72,26,74,11,61,50,82,58,88,30,69,28,70,0,2,0,5,['28:36 BLG »÷ÆÆÁË·ÀÓùËþ']
345,23,71,32,75,36,92,24,72,25,76,20,66,42,84,49,94,31,71,34,74,0,2,0,5,['28:42 BLGJinjiao(Ì½ÏÕ¼Ò) »÷É±ÁË VGSouthwind(ºÓÁ÷Ö®Íõ)']
346,29,69,31,75,34,86,26,71,25,76,29,68,42,89,43,91,35,68,39,67,0,2,0,5,['28:47 BLGMeteor(Ðé¿Õ¶ÝµØÊÞ) »÷É±ÁË VGJay(Äº¹âÐÇÁé)']
347,35,63,32,64,34,86,29,65,25,76,31,62,41,88,41,89,37,65,37,64,0,2,0,6,"['28:54 BLGKuro(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷ÆÆÁË·ÀÓùËþ', '28:54 VGPuff(³Í½äÖ®¼ý) »÷É±ÁË BLGADD(Ê¥´¸Ö®Òã)']"
348,40,67,41,67,34,86,40,66,25,76,31,62,41,75,35,80,39,70,41,71,0,2,0,6,['28:59 VGPuff(³Í½äÖ®¼ý) »÷É±ÁË BLGXinMo(¸¥À×¶û×¿µÂÖ®ÐÄ)']
349,43,78,48,74,34,86,46,73,25,76,31,62,51,83,48,82,39,70,41,71,0,2,0,6,['29:1 VGPuff(³Í½äÖ®¼ý) »÷É±ÁË BLGJinjiao(Ì½ÏÕ¼Ò)']
350,54,84,60,77,34,86,57,76,25,76,31,62,63,87,61,86,39,70,41,71,0,2,0,6,[]
351,65,89,70,83,34,86,63,87,25,76,31,62,73,90,70,89,39,70,41,71,0,2,0,6,[]
352,78,88,81,89,34,86,76,89,25,76,31,62,84,84,84,87,39,70,41,71,0,2,0,6,[]
353,86,79,89,80,34,86,83,82,12,89,31,62,90,73,91,76,39,70,41,71,0,2,0,6,[]
354,83,78,80,76,34,86,84,78,22,76,31,62,82,66,90,77,39,70,41,71,0,2,0,6,[]
355,79,78,73,71,2,95,77,75,34,75,31,62,71,63,87,76,39,70,41,71,0,2,0,6,[]
356,70,68,69,65,8,78,69,68,66,60,31,62,61,58,79,74,39,70,41,71,0,2,0,6,[]
357,65,70,66,70,15,72,66,65,58,60,31,62,48,55,74,71,39,70,95,4,0,2,0,6,[]
358,55,75,57,74,14,69,56,64,51,66,95,4,40,62,67,66,39,70,77,74,0,2,0,6,['29:46 VG »÷É±ÁË»ðÁú']
359,45,70,48,73,15,68,48,68,48,68,50,68,42,68,52,66,95,4,65,65,0,2,0,6,[]
360,46,73,46,74,28,72,48,74,47,76,46,70,40,72,48,68,45,67,54,65,0,2,0,6,[]
361,52,86,51,77,41,77,49,75,56,84,46,79,51,83,48,77,48,78,47,77,0,2,0,6,"['30:2 BLGJinjiao(Ì½ÏÕ¼Ò) »÷É±ÁË VGPuff(³Í½äÖ®¼ý)', '30:2 BLGMeteor(Ðé¿Õ¶ÝµØÊÞ) »÷É±ÁË VGAix(ÁÝ¶¬Ö®Å­)', '30:5 VGJay(Äº¹âÐÇÁé) »÷É±ÁË BLGADD(Ê¥´¸Ö®Òã)']"
362,54,89,51,77,35,81,49,75,60,84,45,79,56,89,58,85,48,83,52,86,0,2,0,6,['30:8 BLGKuro(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷É±ÁË VGCube(»ÄÄ®ÍÀ·ò)']
363,54,89,51,77,30,73,49,75,65,83,45,79,70,90,58,85,52,88,50,91,0,2,0,6,['30:12 BLGKuro(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷É±ÁË VGSouthwind(ºÓÁ÷Ö®Íõ)']
364,54,89,51,77,31,66,49,75,65,83,45,79,65,90,50,88,43,93,43,91,0,2,0,6,[]
365,54,89,51,77,27,80,49,75,65,83,45,79,54,90,51,89,37,92,36,89,0,2,0,6,[]
366,54,89,51,77,27,86,49,75,65,83,45,79,42,90,38,89,33,90,33,89,0,2,0,6,[]
367,54,89,51,77,18,94,49,75,65,83,45,79,29,90,28,89,31,93,31,92,0,2,0,6,[]
368,54,89,51,77,5,96,49,75,65,83,45,79,25,90,25,89,26,92,26,92,0,2,0,7,['30:36 BLGKuro(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷ÆÆÁË·ÀÓùËþ']
369,54,89,51,77,15,92,49,75,65,83,45,79,33,94,38,90,32,92,35,93,0,2,0,7,[]
370,54,89,51,77,24,88,49,75,65,83,45,79,46,94,38,90,44,92,43,89,0,2,0,7,[]
371,54,89,10,81,22,89,19,88,2,96,45,79,46,94,92,4,44,92,43,89,0,2,0,7,[]
372,54,89,17,67,26,86,25,85,20,89,92,5,93,4,75,13,85,8,88,7,0,2,0,7,[]
373,14,89,25,56,33,80,30,72,27,76,76,17,71,6,64,22,70,17,75,20,0,2,0,7,[]
374,32,89,21,51,43,69,39,62,34,65,67,31,53,9,53,32,51,25,66,29,0,2,0,7,[]
375,45,91,22,46,38,64,41,56,43,55,58,41,44,16,59,36,49,32,55,41,0,2,0,7,[]
376,46,92,18,45,30,54,37,60,38,56,50,50,42,17,50,47,49,44,48,50,0,2,0,7,[]
377,46,89,17,45,24,50,34,63,35,63,43,54,42,23,43,52,45,51,43,53,0,2,0,7,[]
378,40,78,18,46,20,51,31,64,31,65,36,57,30,31,33,49,35,49,33,49,0,2,0,7,[]
379,30,71,4,95,18,59,28,68,26,68,38,63,22,42,25,51,27,51,30,48,0,2,0,7,[]
380,37,75,19,83,17,71,28,70,26,68,44,68,17,52,14,50,24,57,23,58,0,2,0,7,[]
381,33,73,24,71,11,83,30,67,22,72,51,63,20,51,7,48,23,58,27,59,0,2,0,7,[]
382,38,75,24,66,4,92,25,68,22,72,37,60,18,55,7,53,29,60,34,61,0,2,0,7,[]
383,43,69,31,67,8,80,28,69,11,91,39,60,18,58,16,51,37,57,37,60,0,2,0,7,[]
384,43,78,30,70,8,68,28,72,23,79,34,62,17,61,18,55,32,59,34,59,0,2,0,7,[]
385,53,87,29,74,5,71,28,72,26,71,34,64,14,64,11,65,31,64,34,64,0,2,0,7,[]
386,52,91,20,71,8,73,24,72,26,75,29,66,17,62,6,63,31,67,39,71,0,2,0,7,[]
387,40,92,17,64,9,64,25,72,23,71,28,65,18,58,8,55,33,66,43,68,0,2,0,7,[]
388,42,91,15,64,9,61,25,72,21,70,30,65,17,54,9,55,34,65,33,64,0,2,0,7,[]
389,39,91,13,63,10,62,26,72,26,70,29,66,20,52,7,55,35,67,33,65,0,2,0,7,[]
390,39,90,19,66,7,60,25,72,25,73,37,65,31,60,16,50,35,66,34,65,0,2,0,7,[]
391,37,91,19,64,18,66,27,70,27,71,39,67,43,68,30,51,45,71,40,67,0,2,0,7,[]
392,35,86,31,67,26,66,26,70,32,72,31,57,37,58,35,49,41,67,39,65,0,2,0,7,[]
393,36,87,31,69,28,67,28,70,31,70,30,53,38,51,35,49,49,65,39,60,0,2,0,7,[]
394,49,91,29,72,15,64,28,70,28,67,18,49,32,43,80,10,46,58,42,57,0,2,0,7,[]
395,43,90,31,68,10,58,4,95,34,63,10,42,31,41,58,27,43,55,41,56,0,2,0,7,[]
396,41,84,41,60,11,62,10,91,37,58,15,36,32,31,42,36,44,49,44,51,0,2,0,7,[]
397,40,69,41,54,23,65,43,55,40,54,21,38,32,42,42,45,42,46,42,46,0,2,0,7,[]
398,39,59,41,58,34,62,40,61,38,58,21,50,32,49,45,57,44,52,43,56,0,2,0,7,[]
399,48,58,40,59,40,61,37,60,41,58,30,56,32,55,47,58,47,52,47,55,0,2,0,7,['33:14 VGCube(»ÄÄ®ÍÀ·ò) »÷É±ÁË BLGXinMo(¸¥À×¶û×¿µÂÖ®ÐÄ)']
400,44,58,37,58,32,58,32,60,44,58,31,57,41,54,48,59,48,55,47,55,0,2,0,7,[]
401,32,61,37,61,31,54,36,62,38,64,31,48,39,54,42,59,43,59,47,55,0,2,0,7,[]
402,34,59,37,60,30,50,37,62,39,62,32,43,30,50,50,54,46,59,47,55,0,2,0,7,[]
403,31,56,30,56,30,55,28,58,30,57,37,50,32,55,36,57,35,58,47,55,0,2,0,7,['33:34 BLGMeteor(Ðé¿Õ¶ÝµØÊÞ) »÷É±ÁË VGJay(Äº¹âÐÇÁé)']
404,31,55,26,52,30,55,22,55,24,57,33,59,31,54,31,59,28,59,47,55,0,2,0,7,['33:37 BLGKuro(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷É±ÁË VGCube(»ÄÄ®ÍÀ·ò)']
405,31,55,14,48,30,55,12,49,12,49,23,51,25,51,21,53,23,56,47,55,0,2,0,7,[]
406,31,55,6,55,30,55,6,59,5,59,11,49,13,58,16,53,14,63,47,55,0,2,0,7,[]
407,31,55,6,66,30,55,5,60,6,65,7,58,6,59,9,58,9,63,47,55,0,2,0,7,['33:52 BLGMeteor(Ðé¿Õ¶ÝµØÊÞ) »÷É±ÁË VGPuff(³Í½äÖ®¼ý)']
408,31,55,5,78,30,55,5,60,6,75,6,74,9,71,7,70,10,72,47,55,0,2,0,7,[]
409,31,55,3,85,30,55,5,60,6,77,6,84,15,85,6,82,7,84,91,12,0,2,0,7,"['34:1 BLGKuro(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷É±ÁË VGSouthwind(ºÓÁ÷Ö®Íõ)', '34:4 BLGKuro(Ó¢ÓÂÍ¶µ¯ÊÖ) »÷É±ÁË VGAix(ÁÝ¶¬Ö®Å­)']"
410,31,55,3,85,30,55,5,60,6,77,11,85,13,88,12,86,9,81,80,23,0,2,0,8,['34:10 BLGJinjiao(Ì½ÏÕ¼Ò) »÷ÆÆÁË·ÀÓùËþ']
411,31,55,3,85,30,55,5,60,6,77,11,85,13,89,9,91,7,89,69,32,0,2,0,10,"['34:12 BLG »÷ÆÆÁË·ÀÓùËþ', '34:14 BLG »÷ÆÆÁË·ÀÓùËþ']"
412,31,55,3,85,30,55,5,60,6,77,12,86,13,89,4,93,10,93,63,37,0,2,0,10,[]
413,31,55,3,85,30,55,5,60,6,77,12,86,13,89,4,93,10,93,63,37,0,2,0,10,['34:25 BLG »ñÊ¤']
